CALL_NO,ENTRY_DATE,TIME_PERIOD,Year,ENTRY_TIME,CLOSE_TIME,PRIORITY,CALL_TYPE,1ST_UNIT,DISP,LOCATION,FULL_ADDRESS_CLEAN,Lat,Long,Accuracy Score
152310038,8/19/15,3,2015,12:14:23 AM,12:27:18 AM,C,915,3D16E,CIT,1450 STEVENSON ST,"1450 STEVENSON ST, SAN FRANCISCO, CA",37.768741,-122.421577,1
152312395,8/19/15,3,2015,3:19:58 PM,3:34:43 PM,C,915,3F44,CIT,RESERVOIR ST/CHURCH ST,"RESERVOIR ST AND CHURCH ST, SAN FRANCISCO, CA",37.768675,-122.429054,1
152311566,8/19/15,3,2015,11:53:43 AM,1:17:32 PM,C,915,3D73,CIT,14TH ST/FOLSOM ST,"14TH ST AND FOLSOM ST, SAN FRANCISCO, CA",37.768536,-122.415614,1
152312125,8/19/15,3,2015,2:12:52 PM,4:43:29 PM,C,915,3,ARR,BEST BUY-HARRISON,"BEST BUY, SAN FRANCISCO, CA",37.768367,-122.413378,0.67
152310550,8/19/15,3,2015,6:58:53 AM,7:18:08 AM,C,915,3F70B,CIT,BUENA VISTA PARK,"BUENA VISTA PARK, SAN FRANCISCO, CA",37.7682033,-122.4417696,1
152310549,8/19/15,3,2015,6:57:20 AM,7:31:23 AM,C,915,3G68,CIT,281 14TH AV,"281 14TH AV, SAN FRANCISCO, CA",37.76812,-122.419457,1
152310441,8/19/15,3,2015,5:44:02 AM,7:43:09 AM,C,915,3D71,CIT,SAN BRUNO AV/15TH ST,"SAN BRUNO AV AND 15TH ST, SAN FRANCISCO, CA",37.7672055,-122.4057268,1
152310526,8/19/15,3,2015,6:48:00 AM,7:00:06 AM,C,915,3D16A,CIT,UTAH ST/15TH ST,"UTAH ST AND 15TH ST, SAN FRANCISCO, CA",37.767142,-122.406677,1
152313192,8/19/15,3,2015,6:36:34 PM,7:35:32 PM,C,915,3D16D,CIT,FOLSOM ST/15TH ST,"FOLSOM ST AND 15TH ST, SAN FRANCISCO, CA",37.766937,-122.415461,1
152311046,8/19/15,3,2015,9:37:08 AM,9:45:53 AM,C,915,3D16A,CIT,16TH ST/FOLSOM ST,"16TH ST AND FOLSOM ST, SAN FRANCISCO, CA",37.765315,-122.415308,1
152310305,8/19/15,3,2015,3:18:05 AM,4:02:44 AM,C,915,3D16E,CIT,495 CASTRO ST,"495 CASTRO ST, SAN FRANCISCO, CA",37.761095,-122.434701,1
152310288,8/19/15,3,2015,3:05:30 AM,3:17:51 AM,C,915,3D16E,CIT,19TH ST/CASTRO ST,"19TH ST AND CASTRO ST, SAN FRANCISCO, CA",37.759288,-122.434854,1
152310460,8/19/15,3,2015,6:02:26 AM,6:15:38 AM,C,915,3J90A,CIT,100 FULTON ST,"100 FULTON ST, SAN FRANCISCO, CA",37.729853,-122.405906,0.9
152300647,8/18/15,3,2015,7:58:42 AM,8:19:22 AM,C,915,3J90A,CIT,300 BLK ELLIS ST,"300 ELLIS ST, SAN FRANCISCO, CA",37.784924,-122.41114,1
152300756,8/18/15,3,2015,8:26:59 AM,8:35:19 AM,C,915,3J90A,CIT,HYDE ST/TURK ST,"HYDE ST AND TURK ST, SAN FRANCISCO, CA",37.782584,-122.415694,1
152300718,8/18/15,3,2015,8:19:10 AM,8:25:12 AM,C,915,3J4A,CIT,126 HYDE ST,"126 HYDE ST, SAN FRANCISCO, CA",37.782096,-122.415328,1
152300451,8/18/15,3,2015,6:32:20 AM,6:44:05 AM,C,915,3J90A,CIT,100 LARKIN ST,"100 LARKIN ST, SAN FRANCISCO, CA",37.779159,-122.415808,1
152302943,8/18/15,3,2015,6:17:01 PM,7:15:19 PM,C,915,3B45,CIT,MERLIN ST/HARRISON ST,"MERLIN ST AND HARRISON ST, SAN FRANCISCO, CA",37.778604,-122.402385,0.94
152300409,8/18/15,3,2015,6:05:18 AM,6:32:10 AM,C,915,3J90A,CIT,1266 MARKET ST,"1266 MARKET ST, SAN FRANCISCO, CA",37.778302,-122.416056,1
152302924,8/18/15,3,2015,6:13:08 PM,6:57:19 PM,C,915,3D16D,CIT,MISSION DOLORES CHURCH,"MISSION DOLORES CHURCH, SAN FRANCISCO, CA",37.776646,-122.417481,1
152300735,8/18/15,3,2015,8:22:26 AM,8:45:55 AM,C,915,3B71,CIT,500 8TH ST,"500 8TH ST, SAN FRANCISCO, CA",37.771908,-122.406381,1
152302330,8/18/15,3,2015,3:44:12 PM,4:05:50 PM,C,915,3B45,CIT,12TH ST/HARRISON ST,"12TH ST AND HARRISON ST, SAN FRANCISCO, CA",37.770347,-122.41375,0.93
152300255,8/18/15,3,2015,3:28:17 AM,3:38:23 AM,C,915,3D16E,CIT,13TH ST/FOLSOM ST,"13TH ST AND FOLSOM ST, SAN FRANCISCO, CA",37.769611,-122.414801,0.94
152302509,8/18/15,3,2015,4:30:22 PM,5:06:43 PM,C,915,3D16D,CIT,ERIE ST/FOLSOM ST,"ERIE ST AND FOLSOM ST, SAN FRANCISCO, CA",37.769362,-122.415612,1
152300380,8/18/15,3,2015,5:42:30 AM,8:09:41 AM,C,915,3D16A,CIT,SAN BRUNO AV/15TH ST,"SAN BRUNO AV AND 15TH ST, SAN FRANCISCO, CA",37.7672055,-122.4057268,1
152303949,8/18/15,3,2015,11:30:13 PM,11:49:07 PM,C,915,3D16E,CIT,15TH ST/CALEDONIA ST,"15TH ST AND CALEDONIA ST, SAN FRANCISCO, CA",37.766571,-122.421531,1
152301018,8/18/15,3,2015,9:46:35 AM,10:08:31 AM,C,915,3D16A,CIT,16TH ST/FLORIDA ST,"16TH ST AND FLORIDA ST, SAN FRANCISCO, CA",37.765547,-122.411455,1
152303354,8/18/15,3,2015,8:22:01 PM,9:02:50 PM,C,915,3D16D,CIT,16TH ST/HARRISON ST,"16TH ST AND HARRISON ST, SAN FRANCISCO, CA",37.765447,-122.413105,1
152300163,8/18/15,3,2015,1:58:42 AM,2:56:08 AM,C,915,3D16E,CIT,16TH ST/FOLSOM ST,"16TH ST AND FOLSOM ST, SAN FRANCISCO, CA",37.765315,-122.415308,1
152303020,8/18/15,3,2015,6:38:17 PM,7:32:08 PM,C,915,3D16D,CIT,FOLSOM ST/16TH ST,"FOLSOM ST AND 16TH ST, SAN FRANCISCO, CA",37.765315,-122.415308,1
152301029,8/18/15,3,2015,9:49:40 AM,10:44:46 AM,C,915,3D16A,CIT,450 FLORIDA ST,"450 FLORIDA ST, SAN FRANCISCO, CA",37.763583,-122.411751,1
152300841,8/18/15,3,2015,8:52:32 AM,9:05:10 AM,C,915,3D16A,CIT,19TH ST/TREAT AV,"19TH ST AND TREAT AV, SAN FRANCISCO, CA",37.760563,-122.413755,0.94
152300861,8/18/15,3,2015,9:00:06 AM,11:14:47 AM,C,919,3D71,CIT,763 CAPP ST,"763 CAPP ST, SAN FRANCISCO, CA",37.754136,-122.417256,1
152300472,8/18/15,3,2015,6:44:15 AM,7:19:27 AM,C,915,3J90A,CIT,100 FULTON ST,"100 FULTON ST, SAN FRANCISCO, CA",37.729853,-122.405906,0.9
152290612,8/17/15,3,2015,7:13:17 AM,7:24:58 AM,C,915,3X70,CIT,600 LARKIN ST,"600 LARKIN ST, SAN FRANCISCO, CA",37.783662,-122.416996,1
152291639,8/17/15,3,2015,11:58:18 AM,12:18:28 PM,C,915,9X14E,CIT,537 STEVENSON STREET SH,"537 STEVENSON STREET SH, SAN FRANCISCO, CA",37.780948,-122.410471,1
152294161,8/17/15,3,2015,11:22:15 PM,11:39:18 PM,C,915,3B13E,CIT,6TH ST/MINNA ST,"6TH ST AND MINNA ST, SAN FRANCISCO, CA",37.780535,-122.408161,1
152290651,8/17/15,3,2015,7:28:02 AM,7:43:35 AM,C,915,3X70,CIT,30 GROVE ST,"30 GROVE ST, SAN FRANCISCO, CA",37.779159,-122.415808,1
152291829,8/17/15,3,2015,12:48:23 PM,1:06:52 PM,C,915,9X14E,CIT,MARKET/HYDE STREET SH W/5,"MARKET AND HYDE STREET SH W AND 5, SAN FRANCISCO, CA",37.778718,-122.41474,1
152292004,8/17/15,3,2015,1:38:59 PM,2:15:03 PM,C,915,9X14E,CIT,1201 MARKET ST,"1201 MARKET ST, SAN FRANCISCO, CA",37.778371,-122.414693,1
152290697,8/17/15,3,2015,7:43:55 AM,7:48:13 AM,C,915,3X70,CIT,1266 MARKET ST,"1266 MARKET ST, SAN FRANCISCO, CA",37.778302,-122.416056,1
152292817,8/17/15,3,2015,4:53:15 PM,6:45:35 PM,C,915,3D16D,CIT,OFFICEMAX MISSION,"OFFICEMAX MISSION, SAN FRANCISCO, CA",37.776646,-122.417481,1
152290829,8/17/15,3,2015,8:25:07 AM,9:01:55 AM,C,915,3B71,CIT,HOWARD ST/9TH ST,"HOWARD ST AND 9TH ST, SAN FRANCISCO, CA",37.774992,-122.413161,1
152291354,8/17/15,3,2015,10:45:26 AM,11:18:23 AM,C,915,3F13A,CIT,214 CLAYTON ST,"214 CLAYTON ST, SAN FRANCISCO, CA",37.773233,-122.448968,1
152292008,8/17/15,3,2015,1:39:19 PM,1:56:49 PM,C,915,3B45,CIT,VALENCIA ST/MCCOPPIN ST,"VALENCIA ST AND MCCOPPIN ST, SAN FRANCISCO, CA",37.7715639,-122.4225721,0.8
152291192,8/17/15,3,2015,9:59:18 AM,11:03:51 AM,C,915,3D16A,CIT,55 ERIE ST,"55 ERIE ST, SAN FRANCISCO, CA",37.769084,-122.41677,1
152291083,8/17/15,3,2015,9:29:31 AM,9:44:39 AM,C,915,3X70,CIT,TERRY A FRANCOIS BL/SOUTH ST,"TERRY A FRANCOIS BL AND SOUTH ST, SAN FRANCISCO, CA",37.7690145,-122.3862964,1
152294189,8/17/15,3,2015,11:35:26 PM,11:40:47 PM,C,915,3D16D,CIT,1320 BRYANT ST,"1320 BRYANT ST, SAN FRANCISCO, CA",37.768663,-122.411322,1
152294110,8/17/15,3,2015,11:05:55 PM,11:12:23 PM,C,915,3D112,CIT,ALAMEDA ST/BRYANT ST,"ALAMEDA ST AND BRYANT ST, SAN FRANCISCO, CA",37.768114,-122.411703,0.92
152290461,8/17/15,3,2015,5:40:50 AM,8:16:41 AM,C,915,3D16A,CIT,15TH ST/SAN BRUNO AV,"15TH ST AND SAN BRUNO AV, SAN FRANCISCO, CA",37.7672055,-122.4057268,1
152293497,8/17/15,3,2015,7:42:39 PM,8:50:03 PM,C,915,3D16D,CIT,FOLSOM ST/15TH ST,"FOLSOM ST AND 15TH ST, SAN FRANCISCO, CA",37.766937,-122.415461,1
152290494,8/17/15,3,2015,6:12:41 AM,6:22:33 AM,C,915,3I71,CIT,2131 IRVING STREET,"2131 IRVING STREET, SAN FRANCISCO, CA",37.76315,-122.480916,1
152291976,8/17/15,3,2015,1:31:54 PM,1:37:12 PM,C,915,3I71,CIT,20TH AV/NORIEGA ST,"20TH AV AND NORIEGA ST, SAN FRANCISCO, CA",37.754193,-122.477549,1
152281945,8/16/15,3,2015,1:59:35 PM,2:11:53 PM,C,919,3B45,CIT,MARKET ST/GOUGH ST,"MARKET ST AND GOUGH ST, SAN FRANCISCO, CA",37.773151,-122.422229,0.93
152280651,8/16/15,3,2015,5:54:14 AM,6:03:37 AM,C,915,3F70A,CIT,OAK ST/SHRADER ST,"OAK ST AND SHRADER ST, SAN FRANCISCO, CA",37.771229,-122.452242,0.9
152280555,8/16/15,3,2015,4:26:06 AM,5:08:04 AM,C,915,3F70A,CIT,ALVORD LAKE,"ALVORD LAKE, SAN FRANCISCO, CA",37.7690978,-122.4544312,1
152280825,8/16/15,3,2015,7:51:31 AM,8:58:57 AM,C,915,3D71,CIT,16TH ST/FLORIDA ST,"16TH ST AND FLORIDA ST, SAN FRANCISCO, CA",37.765547,-122.411455,1
152283346,8/16/15,3,2015,8:09:56 PM,8:22:20 PM,C,915,3D16D,CIT,MISSION ST/17TH ST,"MISSION ST AND 17TH ST, SAN FRANCISCO, CA",37.763428,-122.419513,1
152280852,8/16/15,3,2015,8:06:38 AM,8:22:44 AM,C,915,3D16A,CIT,2350 HARRISON ST,"2350 HARRISON ST, SAN FRANCISCO, CA",37.759532,-122.412716,1
152270574,8/15/15,3,2015,4:50:17 AM,5:14:56 AM,C,915,3G67,CIT,GG PARK CONSERVATORY,"GG PARK CONSERVATORY, SAN FRANCISCO, CA",37.776646,-122.417481,1
152271779,8/15/15,3,2015,12:11:31 PM,4:52:49 PM,C,915,3.00E+13,CIT,TENDERLOIN ES,"TENDERLOIN ES, SAN FRANCISCO, CA",37.776646,-122.417481,1
152271015,8/15/15,3,2015,8:49:43 AM,1:26:41 PM,C,915,3B70,CIT,701 CHINA BASIN ST,"701 CHINA BASIN ST, SAN FRANCISCO, CA",37.771334,-122.392908,1
152270552,8/15/15,3,2015,4:31:40 AM,4:49:59 AM,C,915,3G67,CIT,ALVORD LAKE,"ALVORD LAKE, SAN FRANCISCO, CA",37.7690978,-122.4544312,1
152270750,8/15/15,3,2015,7:00:07 AM,7:22:04 AM,C,915,3D16A,CIT,FLORIDA ST/DIVISION ST,"FLORIDA ST AND DIVISION ST, SAN FRANCISCO, CA",37.768711,-122.4117875,1
152270801,8/15/15,3,2015,7:22:19 AM,8:01:29 AM,C,915,3D16A,CIT,ALAMEDA ST/TREAT AV,"ALAMEDA ST AND TREAT AV, SAN FRANCISCO, CA",37.7680893,-122.412399,1
152261203,8/14/15,3,2015,9:57:23 AM,10:22:51 AM,C,915,3J90A,CIT,300 BLK ELLIS ST,"300 ELLIS ST, SAN FRANCISCO, CA",37.784924,-122.41114,1
152261750,8/14/15,3,2015,12:40:15 PM,1:03:38 PM,C,915,3J90A,CIT,EDDY ST/MASON ST,"EDDY ST AND MASON ST, SAN FRANCISCO, CA",37.784348,-122.409309,1
152261708,8/14/15,3,2015,12:27:35 PM,12:40:04 PM,C,915,3J90A,CIT,HYDE ST/TURK ST,"HYDE ST AND TURK ST, SAN FRANCISCO, CA",37.782584,-122.415694,1
152261292,8/14/15,3,2015,10:22:58 AM,10:30:36 AM,C,915,3J90A,CIT,HYDE ST/TURK ST,"HYDE ST AND TURK ST, SAN FRANCISCO, CA",37.782584,-122.415694,1
152261092,8/14/15,3,2015,9:28:04 AM,9:50:57 AM,C,915,3J90A,CIT,GOLDEN GATE AV/JONES ST,"GOLDEN GATE AV AND JONES ST, SAN FRANCISCO, CA",37.782073,-122.412221,0.9
152260589,8/14/15,3,2015,6:42:18 AM,7:08:59 AM,C,915,3.00E+70,CIT,ELM ST/POLK ST,"ELM ST AND POLK ST, SAN FRANCISCO, CA",37.781704,-122.418901,1
152261382,8/14/15,3,2015,10:48:51 AM,2:18:39 PM,C,915,3G43,ARR,19TH AV/GEARY BL,"19TH AV AND GEARY BL, SAN FRANCISCO, CA",37.780381,-122.478305,1
152260834,8/14/15,3,2015,8:19:04 AM,8:44:28 AM,C,915,3J90A,CIT,FULTON ST/HYDE ST,"FULTON ST AND HYDE ST, SAN FRANCISCO, CA",37.779789,-122.415127,1
152261144,8/14/15,3,2015,9:40:14 AM,9:43:02 AM,C,915,3B70,CIT,MINNA ST/7TH ST,"MINNA ST AND 7TH ST, SAN FRANCISCO, CA",37.778785,-122.410401,1
152260560,8/14/15,3,2015,6:23:32 AM,6:49:39 AM,C,919,3B70,CIT,MERLIN ST/HARRISON ST,"MERLIN ST AND HARRISON ST, SAN FRANCISCO, CA",37.778604,-122.402385,0.94
152260382,8/14/15,3,2015,3:41:20 AM,3:56:57 AM,C,915,3F70B,CIT,1800 MARKET ST,"1800 MARKET ST, SAN FRANCISCO, CA",37.771778,-122.424028,1
152260859,8/14/15,3,2015,8:25:15 AM,9:50:53 AM,C,919,3F70B,CIT,20-24 STEINER ST,"20 24 STEINER ST, SAN FRANCISCO, CA",37.769497,-122.431448,1
152260915,8/14/15,3,2015,8:40:15 AM,8:49:48 AM,C,915,3D73,CIT,SAN BRUNO AV/DIVISION ST,"SAN BRUNO AV AND DIVISION ST, SAN FRANCISCO, CA",37.769463,-122.406213,0.97
152260466,8/14/15,3,2015,4:51:14 AM,5:10:14 AM,C,915,3F70B,CIT,SHARON MEADOW,"SHARON MEADOW, SAN FRANCISCO, CA",37.769175,-122.457776,1
152260901,8/14/15,3,2015,8:35:54 AM,9:04:12 AM,C,915,3D73,CIT,1320 BRYANT ST,"1320 BRYANT ST, SAN FRANCISCO, CA",37.768663,-122.411322,1
152260420,8/14/15,3,2015,4:06:46 AM,4:18:01 AM,C,915,3F70B,CIT,BUENA VISTA PARK,"BUENA VISTA PARK, SAN FRANCISCO, CA",37.7682033,-122.4417696,1
152263929,8/14/15,3,2015,10:25:29 PM,6:41:53 AM,C,915,3D73,CIT,FLORIDA ST/17TH ST,"FLORIDA ST AND 17TH ST, SAN FRANCISCO, CA",37.764252,-122.411329,1
152261839,8/14/15,3,2015,1:07:33 PM,1:52:31 PM,C,915,3D41C,CIT,CAMP ST/GUERRERO ST,"CAMP ST AND GUERRERO ST, SAN FRANCISCO, CA",37.7639759,-122.4240377,1
152261022,8/14/15,3,2015,9:10:24 AM,2:05:58 PM,C,915,3D41C,CIT,MARKET ST/CASTRO ST,"MARKET ST AND CASTRO ST, SAN FRANCISCO, CA",37.762671,-122.435188,1
152262049,8/14/15,3,2015,2:09:32 PM,2:14:54 PM,C,919,3D41C,CIT,470 CASTRO ST,"470 CASTRO ST, SAN FRANCISCO, CA",37.761304,-122.435403,1
152261287,8/14/15,3,2015,10:21:46 AM,10:34:31 AM,C,915,3H102,CIT,4950 MISSION ST,"4950 MISSION ST, SAN FRANCISCO, CA",37.71966,-122.439188,1
152250580,8/13/15,3,2015,6:49:31 AM,7:38:02 AM,C,915,3E4A,CIT,200 BLK MYRTLE ST,"200 MYRTLE ST, SAN FRANCISCO, CA",37.7852,-122.422393,1
152251607,8/13/15,3,2015,11:55:54 AM,12:22:08 PM,C,915,3J72,CIT,125 ELLIS ST,"125 ELLIS ST, SAN FRANCISCO, CA",37.785186,-122.408356,1
152250570,8/13/15,3,2015,6:40:58 AM,11:54:26 AM,C,915,3J72,CIT,301 ELLIS ST,"301 ELLIS ST, SAN FRANCISCO, CA",37.784754,-122.411436,1
152250495,8/13/15,3,2015,5:49:30 AM,5:57:46 AM,C,915,3J72,CIT,175 GOLDEN GATE AV,"175 GOLDEN GATE AV, SAN FRANCISCO, CA",37.781659,-122.413344,1
152251696,8/13/15,3,2015,12:17:22 PM,12:40:00 PM,C,919,3J72,CIT,91 MCALLISTER ST,"91 MCALLISTER ST, SAN FRANCISCO, CA",37.780732,-122.413419,1
152250508,8/13/15,3,2015,5:59:01 AM,6:02:55 AM,C,915,3J72,CIT,1091 MARKET ST,"1091 MARKET ST, SAN FRANCISCO, CA",37.780481,-122.41178,1
152251763,8/13/15,3,2015,12:40:10 PM,12:47:21 PM,C,915,3J72,CIT,1 GROVE ST,"1 GROVE ST, SAN FRANCISCO, CA",37.778868,-122.41474,1
152250397,8/13/15,3,2015,4:06:36 AM,4:22:24 AM,C,915,3F70B,CIT,STANYAN ST/OAK ST,"STANYAN ST AND OAK ST, SAN FRANCISCO, CA",37.7711032,-122.4539137,1
152251957,8/13/15,3,2015,1:31:03 PM,2:53:28 PM,C,919,3F26,CIT,HAIGHT ST/CLAYTON ST,"HAIGHT ST AND CLAYTON ST, SAN FRANCISCO, CA",37.769798,-122.448579,1
152251895,8/13/15,3,2015,1:15:03 PM,2:03:32 PM,C,919,3F26,ARR,1773 HAIGHT ST,"1773 HAIGHT ST, SAN FRANCISCO, CA",37.769207,-122.45137,1
152250438,8/13/15,3,2015,4:55:37 AM,5:18:59 AM,C,915,3F70B,CIT,SHARON MEADOW,"SHARON MEADOW, SAN FRANCISCO, CA",37.769175,-122.457776,1
152250423,8/13/15,3,2015,4:30:25 AM,4:55:11 AM,C,915,3F70B,CIT,ALVORD LAKE,"ALVORD LAKE, SAN FRANCISCO, CA",37.7690978,-122.4544312,1
152250630,8/13/15,3,2015,7:13:40 AM,10:16:34 AM,C,915,3D73,CIT,66 POTRERO AV,"66 POTRERO AV, SAN FRANCISCO, CA",37.768543,-122.408493,1
152252644,8/13/15,3,2015,4:25:23 PM,5:34:53 PM,C,915,3D16D,CIT,SAN BRUNO AV/ALAMEDA ST,"SAN BRUNO AV AND ALAMEDA ST, SAN FRANCISCO, CA",37.768473,-122.405828,1
152250380,8/13/15,3,2015,3:49:57 AM,3:56:04 AM,C,915,3F70B,CIT,CARL ST/COLE ST,"CARL ST AND COLE ST, SAN FRANCISCO, CA",37.7658,-122.449958,1
152251265,8/13/15,3,2015,10:30:59 AM,10:32:43 AM,C,915,3F70B,CIT,2500 BLK MARKET ST,"2500 MARKET ST, SAN FRANCISCO, CA",37.762252,-122.436448,1
152251555,8/13/15,3,2015,11:45:24 AM,11:59:43 AM,C,919,3D41C,CIT,18TH ST/CHURCH ST,"18TH ST AND CHURCH ST, SAN FRANCISCO, CA",37.761289,-122.428354,1
152251321,8/13/15,3,2015,10:44:56 AM,12:29:14 PM,C,919,3D41C,CIT,495 CASTRO ST,"495 CASTRO ST, SAN FRANCISCO, CA",37.761095,-122.434701,1
152240642,8/12/15,3,2015,7:18:05 AM,7:21:17 AM,C,915,3J72,CIT,963 MARKET ST,"963 MARKET ST, SAN FRANCISCO, CA",37.783081,-122.408756,1
152241060,8/12/15,3,2015,9:21:05 AM,10:00:18 AM,C,915,3J72,ARR,0 BLK GOLDEN GATE AV,"10 GOLDEN GATE AV, SAN FRANCISCO, CA",37.782394,-122.410402,1
152240695,8/12/15,3,2015,7:39:43 AM,8:17:54 AM,C,915,3.00E+70,CIT,627 TURK ST,"627 TURK ST, SAN FRANCISCO, CA",37.781813,-122.419744,1
152240686,8/12/15,3,2015,7:37:11 AM,8:09:49 AM,C,915,3J72,CIT,1053 MARKET ST,"1053 MARKET ST, SAN FRANCISCO, CA",37.781008,-122.411156,1
152240775,8/12/15,3,2015,7:58:37 AM,8:33:28 AM,C,915,3J72,CIT,91 MCALLISTER ST,"91 MCALLISTER ST, SAN FRANCISCO, CA",37.780732,-122.413419,1
152240815,8/12/15,3,2015,8:09:52 AM,8:21:19 AM,C,915,3J72,CIT,91 MCALLISTER ST,"91 MCALLISTER ST, SAN FRANCISCO, CA",37.780732,-122.413419,1
152241015,8/12/15,3,2015,9:09:02 AM,9:42:36 AM,C,915,3D73,CIT,13TH ST/SOUTH VAN NESS AV,"13TH ST AND SOUTH VAN NESS AV, SAN FRANCISCO, CA",37.769957,-122.417661,1
152241384,8/12/15,3,2015,10:58:54 AM,11:11:26 AM,C,919,3F70B,CIT,CHURCH ST/DUBOCE AV,"CHURCH ST AND DUBOCE AV, SAN FRANCISCO, CA",37.7692029,-122.4289847,1
152240414,8/12/15,3,2015,4:35:06 AM,4:40:45 AM,C,915,3G68,CIT,ALVORD LAKE,"ALVORD LAKE, SAN FRANCISCO, CA",37.7690978,-122.4544312,1
152240494,8/12/15,3,2015,6:06:11 AM,8:13:57 AM,C,915,3D73,CIT,SAN BRUNO AV/ALAMEDA ST,"SAN BRUNO AV AND ALAMEDA ST, SAN FRANCISCO, CA",37.768473,-122.405828,1
152240781,8/12/15,3,2015,7:59:31 AM,10:11:28 AM,C,915,3D73,CIT,337 VALENCIA ST,"337 VALENCIA ST, SAN FRANCISCO, CA",37.767457,-122.421788,1
152240950,8/12/15,3,2015,8:46:41 AM,9:13:45 AM,C,915,3D73,CIT,16TH ST/HARRISON ST,"16TH ST AND HARRISON ST, SAN FRANCISCO, CA",37.765447,-122.413105,1
152240696,8/12/15,3,2015,7:39:58 AM,8:14:33 AM,C,915,3D73,CIT,450 FLORIDA ST,"450 FLORIDA ST, SAN FRANCISCO, CA",37.763583,-122.411751,1
152242198,8/12/15,3,2015,2:24:00 PM,2:37:33 PM,C,919,3D41C,CIT,498 CASTRO ST,"498 CASTRO ST, SAN FRANCISCO, CA",37.761104,-122.43532,1
152240670,8/12/15,3,2015,7:29:44 AM,9:20:57 AM,C,915,3D73,CIT,19TH ST/TREAT AV,"19TH ST AND TREAT AV, SAN FRANCISCO, CA",37.760563,-122.413755,0.94
152231347,8/11/15,3,2015,10:54:36 AM,12:00:05 PM,C,915,3A70A,CIT,LEAVENWORTH ST/CALIFORNIA ST,"LEAVENWORTH ST AND CALIFORNIA ST, SAN FRANCISCO, CA",37.791205,-122.41575,1
152231574,8/11/15,3,2015,11:57:33 AM,1:58:13 PM,C,915,3A70A,CIT,575 MARKET ST,"575 MARKET ST, SAN FRANCISCO, CA",37.789551,-122.40036,1
152230073,8/11/15,3,2015,12:34:15 AM,2:54:58 AM,C,915,3A11E,CIT,701 SUTTER ST,"701 SUTTER ST, SAN FRANCISCO, CA",37.788563,-122.412007,1
152232046,8/11/15,3,2015,1:50:41 PM,3:03:00 PM,C,915,3B71,CIT,1ST ST/FOLSOM ST,"1ST ST AND FOLSOM ST, SAN FRANCISCO, CA",37.787298,-122.394481,1
152230765,8/11/15,3,2015,8:11:26 AM,8:14:05 AM,C,915,3.00E+70,CIT,ALICE B TOKLAS PL/POLK ST,"ALICE B TOKLAS PL AND POLK ST, SAN FRANCISCO, CA",37.785433,-122.419639,1
152230496,8/11/15,3,2015,6:26:47 AM,6:37:07 AM,C,915,3J72,CIT,801 MARKET ST,"801 MARKET ST, SAN FRANCISCO, CA",37.78499,-122.405677,1
152231193,8/11/15,3,2015,10:17:13 AM,10:21:17 AM,C,915,3J72,CIT,50 EDDY ST,"50 EDDY ST, SAN FRANCISCO, CA",37.784548,-122.408839,1
152230573,8/11/15,3,2015,7:03:16 AM,7:05:53 AM,C,915,3J72,CIT,123 EDDY ST,"123 EDDY ST, SAN FRANCISCO, CA",37.784029,-122.409608,1
152230540,8/11/15,3,2015,6:47:33 AM,6:52:47 AM,C,915,3J72,CIT,938 MARKET ST,"938 MARKET ST, SAN FRANCISCO, CA",37.783768,-122.408823,1
152231362,8/11/15,3,2015,10:58:19 AM,11:05:37 AM,C,915,4M1A,CIT,976 MARKET ST,"976 MARKET ST, SAN FRANCISCO, CA",37.782804,-122.409981,1
152231282,8/11/15,3,2015,10:39:04 AM,10:48:01 AM,C,915,3.00E+70,CIT,627 TURK ST,"627 TURK ST, SAN FRANCISCO, CA",37.781813,-122.419744,1
152230457,8/11/15,3,2015,5:55:39 AM,6:06:31 AM,C,915,3J72,CIT,0 BLK LARKIN ST,"10 LARKIN ST, SAN FRANCISCO, CA",37.777823,-122.416264,1
152231089,8/11/15,3,2015,9:51:27 AM,10:28:45 AM,C,915,3B71,CIT,7TH ST/TOWNSEND ST,"7TH ST AND TOWNSEND ST, SAN FRANCISCO, CA",37.771817,-122.401657,1
152230878,8/11/15,3,2015,8:45:03 AM,9:22:39 AM,C,915,3D73,CIT,1320 BRYANT ST,"1320 BRYANT ST, SAN FRANCISCO, CA",37.768663,-122.411322,1
152232380,8/11/15,3,2015,3:09:01 PM,3:27:03 PM,C,915,3F42,CIT,718 14TH ST,"718 14TH ST, SAN FRANCISCO, CA",37.767927,-122.429439,1
152232810,8/11/15,3,2015,4:50:51 PM,5:08:33 PM,C,919,3D41C,CIT,MARKET ST/CHURCH ST,"MARKET ST AND CHURCH ST, SAN FRANCISCO, CA",37.767503,-122.428949,0.98
152230473,8/11/15,3,2015,6:11:52 AM,6:48:36 AM,C,915,3D16A,CIT,SAN BRUNO AV/15TH ST,"SAN BRUNO AV AND 15TH ST, SAN FRANCISCO, CA",37.7672055,-122.4057268,1
152222304,8/10/15,3,2015,3:41:54 PM,5:21:17 PM,C,919,3.00E+13,CIT,ALICE B TOKLAS PL/VAN NESS AV,"ALICE B TOKLAS PL AND VAN NESS AV, SAN FRANCISCO, CA",37.785214,-122.42136,1
