CaseID,Opened,Year,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Lat,Long,Point,count,mod
2342063,5/8/13 15:02,2013,5/14/13 10:21,5/14/13 10:21,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HAMPSHIRE ST,9,Peralta Heights,37.74876641,-122.4067579,"(37.7487664065195, -122.406757937269)",730,0
4189196,11/8/14 11:26,2014,11/8/14 13:56,11/8/14 13:56,Closed,Case Completed - resolved: Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HAMPSHIRE ST,9,Peralta Heights,37.74876641,-122.4067579,"(37.7487664065195, -122.406757937269)",732,0
5164490,10/6/15 13:32,2015,10/7/15 21:16,10/7/15 21:16,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HAMPSHIRE ST,9,Peralta Heights,37.74876641,-122.4067579,"(37.7487664065195, -122.406757937269)",734,0
5626601,3/3/16 14:34,2016,3/4/16 14:42,3/4/16 14:42,Closed,Case Completed - Case Resolved: advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HAMPSHIRE ST,9,Peralta Heights,37.74876641,-122.4067579,"(37.7487664065195, -122.406757937269)",736,0
5678600,3/18/16 14:01,2016,3/29/16 9:58,3/29/16 9:58,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HWY 101 S ON RAMP,9,Peralta Heights,37.74883315,-122.406385,"(37.7488331472715, -122.406384991537)",738,0
3530632,4/8/14 8:07,2014,4/10/14 8:18,4/10/14 8:18,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HWY 101 S ON RAMP,9,Peralta Heights,37.74883315,-122.406385,"(37.7488331472715, -122.406384991537)",740,0
5420990,12/31/15 16:49,2015,12/31/15 18:10,12/31/15 18:10,Closed,Case Completed - resolved: TRANS TO CAL TRANS,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HWY 101 S ON RAMP,9,Peralta Heights,37.74883315,-122.406385,"(37.7488331472715, -122.406384991537)",742,0
4447226,1/31/15 17:10,2015,2/1/15 3:16,2/1/15 3:16,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 26TH ST and SAN JOSE AVE,8,Mission,37.74885048,-122.4212846,"(37.7488504806319, -122.421284625626)",744,0
5594557,2/23/16 8:03,2016,2/24/16 3:37,2/24/16 3:37,Closed,Case Completed - Case Resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 26TH ST and SAN JOSE AVE,8,Mission,37.74885048,-122.4212846,"(37.7488504806319, -122.421284625626)",746,0
4712485,5/1/15 15:59,2015,5/2/15 1:29,5/2/15 1:29,Closed,Case Completed - resolved: The following information was provided: Customer stated the same homeless are back again to the street trashing the area & permanently   camping. Area done every Thursday,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 26TH ST and POPLAR ST,8,Mission,37.74887763,-122.4208321,"(37.7488776348541, -122.420832138053)",748,0
4514337,2/22/15 11:29,2015,2/23/15 8:25,2/23/15 8:25,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2850 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74888674,-122.4066755,"(37.748886738082, -122.406675527324)",750,0
5723172,4/2/16 9:12,2016,4/2/16 15:19,4/2/16 15:19,Closed,Case Resolved - done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2850 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74888674,-122.4066755,"(37.748886738082, -122.406675527324)",752,0
5832372,5/4/16 18:14,2016,5/5/16 0:46,5/5/16 0:41,Closed,Case Resolved - Called SFPD for Homeless Assistance CAD # 161253819,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2850 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74888674,-122.4066755,"(37.748886738082, -122.406675527324)",754,0
5833159,5/5/16 7:41,2016,5/5/16 8:51,5/5/16 8:51,Closed,Case Resolved - SFPD notified,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 26TH ST and VALENCIA ST,8,Mission,37.74890658,-122.4203538,"(37.748906582859, -122.420353750573)",756,0
5359692,12/9/15 13:39,2015,12/23/15 7:49,12/23/15 7:49,Closed,Case Completed - resolved: Port Property,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1690 INDIANA ST, SAN FRANCISCO, CA, 94124",10,Central Waterfront,37.74892299,-122.3903796,"(37.748922988798, -122.390379578326)",758,0
5725200,4/3/16 8:21,2016,4/3/16 18:11,4/3/16 18:11,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ON RAMP and HAMPSHIRE ST,9,Mission,37.7489573,-122.4064875,"(37.748957298479, -122.40648746343)",760,0
4761311,5/20/15 12:13,2015,5/20/15 16:12,5/20/15 16:12,Closed,Case Completed - resolved: we clean on Tuesdays,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ON RAMP and HAMPSHIRE ST,9,Mission,37.7489573,-122.4064875,"(37.748957298479, -122.40648746343)",762,0
5760276,4/13/16 15:28,2016,4/13/16 17:18,4/13/16 17:18,Closed,Case Resolved - sfpd notified,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HAMPSHIRE ST and CESAR CHAVEZ ON RAMP,9,Mission,37.7489573,-122.4064875,"(37.748957298479, -122.40648746343)",764,0
5312565,11/23/15 12:59,2015,11/23/15 19:20,11/23/15 19:20,Closed,Case Transferred - Caltrans,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ON RAMP and HAMPSHIRE ST,9,Mission,37.7489573,-122.4064875,"(37.748957298479, -122.40648746343)",766,0
5654566,3/11/16 8:38,2016,3/11/16 9:30,3/11/16 9:30,Closed,Case Resolved - occupied - advised sfpd,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ON RAMP and HAMPSHIRE ST,9,Mission,37.7489573,-122.4064875,"(37.748957298479, -122.40648746343)",768,0
5393941,12/21/15 15:28,2015,12/22/15 19:57,12/22/15 19:57,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and BAY SHORE BLVD,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",770,0
5473040,1/17/16 9:02,2016,1/17/16 9:19,1/17/16 9:19,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and CESAR CHAVEZ ST,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",772,0
5532599,2/3/16 14:52,2016,2/4/16 6:02,2/4/16 6:02,Closed,Case Completed - resolved: done on Tuesday,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and CESAR CHAVEZ ST,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",774,0
5740962,4/7/16 15:25,2016,4/9/16 7:21,4/9/16 7:21,Closed,Case Resolved - Alley crew steamed area.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and CESAR CHAVEZ ST,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",776,0
5793291,4/23/16 16:54,2016,4/23/16 18:11,4/23/16 18:11,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and CESAR CHAVEZ ST,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",778,0
5815382,4/29/16 19:44,2016,4/29/16 21:10,4/29/16 21:10,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and BAY SHORE BLVD,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",780,0
5858063,5/12/16 9:59,2016,5/12/16 11:19,5/12/16 11:19,Closed,Case Resolved - Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and BAY SHORE BLVD,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",782,0
3487540,3/25/14 9:21,2014,3/25/14 15:22,3/25/14 15:22,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and BAY SHORE BLVD,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",784,0
5241508,10/31/15 9:51,2015,10/31/15 11:03,10/31/15 11:03,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and CESAR CHAVEZ ST,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",786,0
5409942,12/28/15 12:29,2015,12/29/15 10:15,12/29/15 10:15,Closed,Case Completed - resolved: Completed......,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and CESAR CHAVEZ ST,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",788,0
5595210,2/23/16 10:30,2016,2/24/16 2:29,2/24/16 2:29,Closed,Case Completed - Case Resolved: Completed.....,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and CESAR CHAVEZ ST,9,Peralta Heights,37.74897094,-122.4056271,"(37.7489709396208, -122.405627100623)",790,0
4352768,1/1/15 14:13,2015,1/2/15 5:19,1/2/15 5:19,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1500 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,37.74898957,-122.4160977,"(37.7489895689, -122.416097672246)",792,0
5605083,2/26/16 7:31,2016,2/27/16 3:04,2/27/16 3:04,Closed,Case Completed - Case Resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"397 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",8,Mission,37.74899118,-122.4211437,"(37.748991184684, -122.421143651057)",794,0
5492495,1/22/16 12:54,2016,1/22/16 19:51,1/22/16 19:51,Closed,Case Completed - resolved: Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and HWY 101 S OFF RAMP,10,Produce Market,37.74899383,-122.4034967,"(37.7489938340221, -122.403496662515)",796,0
5861087,5/12/16 22:10,2016,5/12/16 23:45,5/12/16 23:45,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and HWY 101 S OFF RAMP,10,Produce Market,37.74899383,-122.4034967,"(37.7489938340221, -122.403496662515)",798,0
5407683,12/27/15 16:14,2015,12/30/15 12:39,12/30/15 12:39,Closed,Case Completed - resolved: Completed by zone personnel.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and HWY 101 S OFF RAMP,10,Produce Market,37.74899383,-122.4034967,"(37.7489938340221, -122.403496662515)",800,0
5840204,5/6/16 16:35,2016,5/6/16 19:15,5/6/16 19:15,Closed,Case Resolved - Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1497 VALENCIA ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74904105,-122.420185,"(37.749041050343, -122.420185041279)",802,0
5772354,4/17/16 22:11,2016,4/17/16 23:33,4/18/16 1:00,Closed,Case Resolved - cleaned around,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of LILAC ST and 26TH ST,9,Mission,37.74907529,-122.4175677,"(37.7490752876677, -122.41756770139)",804,0
5832046,5/4/16 16:48,2016,5/5/16 0:43,5/5/16 0:43,Closed,Case Resolved - Called SFPD for Homeless Assistance CAD # 161252153,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of LILAC ST and 26TH ST,9,Mission,37.74907529,-122.4175677,"(37.7490752876677, -122.41756770139)",806,0
3879479,8/1/14 12:40,2014,8/1/14 2:17,8/1/14 2:17,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of LILAC ST and 26TH ST,9,Mission,37.74907529,-122.4175677,"(37.7490752876677, -122.41756770139)",808,0
4047914,9/25/14 14:17,2014,9/25/14 3:59,9/25/14 3:59,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 26TH ST and CAPP ST,9,Mission,37.74910653,-122.4170489,"(37.749106528063, -122.417048895043)",810,0
5660598,3/13/16 13:10,2016,3/14/16 14:16,3/14/16 14:16,Closed,Case Resolved - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",812,0
5717874,3/31/16 13:33,2016,3/31/16 16:42,3/31/16 16:42,Closed,Case Resolved - SFPD Dispatcher 206 CAD#   -CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",814,0
5820168,5/2/16 8:24,2016,5/2/16 12:02,5/2/16 12:02,Closed,Case Resolved - Called CalTrans,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",816,0
3801867,7/6/14 9:32,2014,7/6/14 10:45,7/6/14 10:45,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",818,0
5258658,11/5/15 15:39,2015,11/9/15 7:12,11/9/15 7:12,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",820,0
5310251,11/22/15 21:31,2015,11/23/15 0:08,11/23/15 0:08,Closed,Case Completed - resolved: Advised sfpd,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",822,0
5384137,12/17/15 13:42,2015,12/19/15 11:02,12/19/15 11:02,Closed,Case Completed - resolved: Not DPW responsibility to move campers off public property. Zone crews clean location every Tuesday and Thursday.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",824,0
5509133,1/27/16 13:58,2016,1/27/16 23:41,1/27/16 23:41,Closed,Case Completed - resolved: occupied - advised sfpud,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",826,0
5548524,2/8/16 16:53,2016,2/8/16 21:20,2/8/16 21:20,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",828,0
5612159,2/28/16 17:14,2016,2/28/16 20:11,2/28/16 20:11,Closed,Case Completed - Case Resolved: Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ANDREW ST and CESAR CHAVEZ ST,9,Potrero Hill,37.74914013,-122.4051527,"(37.7491401297473, -122.405152650187)",830,0
5701524,3/26/16 7:33,2016,3/26/16 17:26,3/26/16 17:26,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1468 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74914896,-122.4067446,"(37.749148957678, -122.406744648147)",832,0
5734424,4/5/16 21:21,2016,4/6/16 2:01,4/6/16 2:01,Closed,Case Resolved - Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1468 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74914896,-122.4067446,"(37.749148957678, -122.406744648147)",834,0
5832366,5/4/16 18:13,2016,5/5/16 0:40,5/5/16 0:43,Closed,Case Resolved - Called SFPD for Homeless Assistance CAD # 161253795,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1468 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74914896,-122.4067446,"(37.749148957678, -122.406744648147)",836,0
4049605,9/26/14 7:42,2014,9/26/14 2:33,9/26/14 2:33,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1468 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74914896,-122.4067446,"(37.749148957678, -122.406744648147)",838,0
3747970,6/17/14 9:21,2014,6/17/14 6:39,6/17/14 6:39,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 26TH ST and VIRGIL ST,9,Mission,37.74920605,-122.4153885,"(37.7492060460283, -122.415388492993)",840,0
5749291,4/10/16 21:09,2016,4/10/16 22:10,4/10/16 22:10,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"202 CLIPPER ST, SAN FRANCISCO, CA, 94114",8,,37.74926496,-122.4297098,"(37.749264964, -122.429709849)",842,0
4556098,3/8/15 10:49,2015,3/9/15 8:17,3/9/15 8:17,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"3312 26TH ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74927616,-122.4164079,"(37.749276163847, -122.416407900967)",844,0
5550403,2/9/16 10:01,2016,2/9/16 17:42,2/9/16 17:42,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"3308 26TH ST, SAN FRANCISCO, CA, 94110",9,Mission,37.7493332,-122.416217,"(37.749333197313, -122.416217047716)",846,0
5496222,1/23/16 17:45,2016,1/23/16 19:16,1/23/16 19:16,Closed,Case Completed - resolved: ADVISED SFPD AND SEND LP TO BRUSH UP,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"3041 26TH ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74938702,-122.4104077,"(37.749387015204, -122.410407713491)",848,0
2708166,8/13/13 9:33,2013,8/13/13 10:07,8/13/13 10:07,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and VERMONT ST,10,Potrero Hill,37.74947841,-122.4028663,"(37.7494784070255, -122.402866305975)",850,0
5791260,4/22/16 17:17,2016,,4/22/16 17:53,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"177 LILAC ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74950792,-122.4175472,"(37.749507922308, -122.417547152313)",852,0
5338896,12/2/15 16:05,2015,12/2/15 21:21,12/2/15 21:21,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"177 LILAC ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74950792,-122.4175472,"(37.749507922308, -122.417547152313)",854,0
5442551,1/7/16 13:38,2016,1/8/16 2:45,1/8/16 2:45,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"177 LILAC ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74950792,-122.4175472,"(37.749507922308, -122.417547152313)",856,0
5576075,2/17/16 11:33,2016,2/17/16 12:20,2/17/16 12:20,Closed,Case Completed - Case Resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"177 LILAC ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74950792,-122.4175472,"(37.749507922308, -122.417547152313)",858,0
5848772,5/9/16 22:32,2016,5/10/16 1:01,5/10/16 1:01,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HWY 101 N ON RAMP and CESAR CHAVEZ ST,10,Potrero Hill,37.74953027,-122.403261,"(37.7495302682059, -122.403260977126)",860,0
5465514,1/14/16 13:34,2016,1/15/16 11:41,1/15/16 11:41,Closed,Case Completed - resolved: Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HWY 101 N ON RAMP,10,Potrero Hill,37.74953027,-122.403261,"(37.7495302682059, -122.403260977126)",862,0
5609798,2/27/16 15:59,2016,2/27/16 19:51,2/27/16 19:51,Closed,Case Completed - Case Resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ST and HWY 101 N ON RAMP,10,Potrero Hill,37.74953027,-122.403261,"(37.7495302682059, -122.403260977126)",864,0
4147697,10/26/14 18:30,2014,10/27/14 9:37,10/27/14 9:37,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1405 YORK ST, SAN FRANCISCO, CA, 94110",9,Mission,37.74954093,-122.4077311,"(37.749540929825, -122.407731127827)",866,0
5693016,3/23/16 13:23,2016,3/23/16 19:26,3/23/16 19:26,Closed,Case Resolved - Called SFPD for Homeless Assistance 415-553-0123 CAD # 160832126,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,37.74955653,-122.4050207,"(37.749556531333, -122.405020747604)",868,0
5390020,12/20/15 8:56,2015,12/26/15 1:20,12/26/15 1:20,Closed,Case Completed - resolved: Location cleaned twice a week by zone personnel. Not DPW responsibility to move campers off public property.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,37.74955653,-122.4050207,"(37.749556531333, -122.405020747604)",870,0
5520629,1/31/16 10:41,2016,2/2/16 6:08,2/2/16 6:08,Closed,Case Completed - resolved: clean up schedule on Tue,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,37.74955653,-122.4050207,"(37.749556531333, -122.405020747604)",872,0
5716890,3/31/16 10:27,2016,3/31/16 12:24,3/31/16 12:24,Closed,Case Resolved - Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,37.74955653,-122.4050207,"(37.749556531333, -122.405020747604)",874,0
5327290,11/29/15 8:55,2015,11/29/15 11:13,11/29/15 11:13,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,37.74955653,-122.4050207,"(37.749556531333, -122.405020747604)",876,0
5270576,11/10/15 8:26,2015,11/10/15 10:15,11/10/15 10:15,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,37.74955653,-122.4050207,"(37.749556531333, -122.405020747604)",878,0
5497772,1/24/16 14:42,2016,1/24/16 16:09,1/24/16 16:09,Closed,Case Completed - resolved: ADVISE SFPD AND SENT L/P TO BRUSH UP,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,37.74955653,-122.4050207,"(37.749556531333, -122.405020747604)",880,0
5681901,3/19/16 20:02,2016,3/19/16 21:17,3/19/16 21:17,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD OFF RAMP and HWY 101 S OFF RAMP,10,Potrero Hill,37.74957341,-122.4053167,"(37.7495734141263, -122.405316669581)",882,0
5639214,3/7/16 8:44,2016,,3/7/16 9:46,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD OFF RAMP and HWY 101 S OFF RAMP,10,Potrero Hill,37.74957341,-122.4053167,"(37.7495734141263, -122.405316669581)",884,0
5520656,1/31/16 10:54,2016,2/1/16 6:18,2/1/16 6:18,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD OFF RAMP and HWY 101 S OFF RAMP,10,Potrero Hill,37.74957341,-122.4053167,"(37.7495734141263, -122.405316669581)",886,0
