CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,CategoryGroup,CategoryID,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source
4015427,9/15/14 16:19,2014,9/16/14 10:07,9/16/14 10:07,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"934 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,SOUTHERN,37.77089,-122.406,"(37.770818290656, -122.406256601556)",Voice In
4015398,9/15/14 16:13,2014,9/16/14 2:42,9/16/14 2:42,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of TREAT AVE and 17TH ST,9,Mission,MISSION,37.76382,-122.4136,"(37.7638231032637, -122.413587566349)",Voice In
4015348,9/15/14 16:02,2014,9/16/14 4:55,9/16/14 4:55,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of DODGE ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78242,-122.417,"(37.7824203080071, -122.416983014922)",Web Self Service
4015337,9/15/14 15:58,2014,9/16/14 7:10,9/16/14 7:10,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"225 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78453,-122.4112,"(37.784532152643, -122.411170110676)",Web Self Service
4015327,9/15/14 15:57,2014,9/16/14 4:51,9/16/14 4:51,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"138 HYDE ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.7822,-122.4155,"(37.782197228778, -122.415454560389)",Web Self Service
4015319,9/15/14 15:55,2014,9/16/14 4:45,9/16/14 4:45,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"150 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78321,-122.4117,"(37.783209554352, -122.411660575051)",Web Self Service
4015318,9/15/14 15:55,2014,9/16/14 8:59,9/16/14 8:59,Closed,Case Completed - resolved: Pickup completed.,Recology_Abandoned,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"1557 LOMBARD ST, SAN FRANCISCO, CA, 94123",2,Union Street,NORTHERN,37.80086,-122.4271,"(37.800813880615, -122.427082792385)",Voice In
4015314,9/15/14 15:54,2014,9/16/14 3:40,9/16/14 3:40,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Not associated with a specific address,,,,0,0,,Web Self Service
4015297,9/15/14 15:52,2014,9/16/14 3:50,9/16/14 3:50,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"222 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78322,-122.414,"(37.783217584516, -122.413978027434)",Web Self Service
4015294,9/15/14 15:51,2014,9/16/14 4:30,9/16/14 4:30,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"187 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78434,-122.4102,"(37.784344378062, -122.410224931748)",Web Self Service
4015286,9/15/14 15:51,2014,9/16/14 6:55,9/16/14 6:55,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"25 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78253,-122.4108,"(37.782528051068, -122.410801837765)",Web Self Service
4015179,9/15/14 15:29,2014,9/15/14 7:57,9/15/14 7:57,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"4440 3RD ST, SAN FRANCISCO, CA, 94124",10,Bayview,BAYVIEW,37.73766,-122.3898,"(37.737640584461, -122.390052718455)",Voice In
4015171,9/15/14 15:28,2014,9/16/14 2:06,9/16/14 2:06,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"4440 3RD ST, SAN FRANCISCO, CA, 94124",10,Bayview,BAYVIEW,37.73766,-122.3898,"(37.737640584461, -122.390052718455)",Voice In
4014668,9/15/14 14:09,2014,9/15/14 12:28,9/15/14 12:28,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"405 SPEAR ST, SAN FRANCISCO, CA, 94105",6,Rincon Hill,SOUTHERN,37.78831,-122.3886,"(37.78880359423, -122.389313007105)",Mobile/Open311
4014479,9/15/14 13:33,2014,9/16/14 2:21,9/16/14 2:21,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 3RD ST and TABER PL,6,South Beach,SOUTHERN,37.78106,-122.3955,"(37.7810620970567, -122.395517744849)",Voice In
4014242,9/15/14 12:50,2014,9/16/14 6:54,9/16/14 6:54,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"815 EDDY ST, SAN FRANCISCO, CA, 94109",5,Cathedral Hill,NORTHERN,37.78282,-122.4211,"(37.782819135193, -122.421079353047)",Voice In
4014129,9/15/14 12:27,2014,9/15/14 12:23,9/15/14 12:23,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of LARCH ST and VAN NESS AVE,5,Cathedral Hill,NORTHERN,37.78242,-122.4208,"(37.7824170710673, -122.420810478037)",Voice In
4013966,9/15/14 12:00,2014,9/16/14 6:53,9/16/14 6:53,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"3040 CABRILLO ST, SAN FRANCISCO, CA, 94121",1,Outer Richmond,RICHMOND,37.77423,-122.4916,"(37.77422811805, -122.491596675592)",Voice In
4013735,9/15/14 11:16,2014,9/15/14 12:44,9/15/14 12:44,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"87 FORD ST, SAN FRANCISCO, CA, 94114",8,Castro,MISSION,37.76184,-122.4324,"(37.7617268716, -122.432460131507)",Mobile/Open311
4013617,9/15/14 10:56,2014,9/17/14 10:37,9/17/14 10:37,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of FERN ST and VAN NESS AVE,2,Cathedral Hill,NORTHERN,37.788,-122.422,"(37.7880012977202, -122.421954886089)",Voice In
4013598,9/15/14 10:53,2014,9/15/14 12:30,9/15/14 12:30,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"50 BRADY ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77279,-122.4204,"(37.772756446698, -122.420416084448)",Voice In
4013576,9/15/14 10:51,2014,9/17/14 7:46,9/17/14 7:46,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of SAINT GEORGE ALY and BUSH ST,3,Downtown / Union Square,CENTRAL,37.79072,-122.4043,"(37.7907218049452, -122.404333010607)",Voice In
4013444,9/15/14 10:29,2014,9/15/14 12:44,9/15/14 12:44,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of HOLLADAY AVE and WRIGHT ST,9,Peralta Heights,INGLESIDE,37.74736,-122.4051,"(37.7473661751726, -122.4051012832)",Voice In
4013378,9/15/14 10:20,2014,9/16/14 8:00,9/16/14 8:00,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"3215 3RD ST, SAN FRANCISCO, CA, 94124",10,Central Waterfront,BAYVIEW,37.74875,-122.3873,"(37.748444265492, -122.386878998841)",Voice In
4013258,9/15/14 9:59,2014,9/16/14 3:12,9/16/14 3:12,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"274 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.759,-122.4199,"(37.759012620054, -122.420006240127)",Voice In
4013202,9/15/14 9:52,2014,9/15/14 10:59,9/15/14 10:59,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"18 BRUSH PL, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77547,-122.4084,"(37.775472341804, -122.408393863239)",Voice In
4013186,9/15/14 9:49,2014,9/16/14 2:50,9/16/14 2:50,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"54 LAPIDGE ST, SAN FRANCISCO, CA, 94110",8,,MISSION,37.76077,-122.4225,"(37.760778132, -122.422535272)",Mobile/Open311
4013178,9/15/14 9:47,2014,9/16/14 2:34,9/16/14 2:34,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"87 FORD ST, SAN FRANCISCO, CA, 94114",8,Castro,MISSION,37.76173,-122.4325,"(37.7617268716, -122.432460131507)",Voice In
4013126,9/15/14 9:41,2014,9/16/14 1:15,9/16/14 1:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of UNION ST and VAN NESS AVE,3,Union Street,NORTHERN,37.79855,-122.424,"(37.7985523527554, -122.423982086697)",Voice In
4013093,9/15/14 9:35,2014,9/15/14 12:00,9/15/14 12:00,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of BRANNAN ST and 8TH ST,6,Showplace Square,SOUTHERN,37.7713,-122.4054,"(37.7712964638277, -122.40542472737)",Web Self Service
4013066,9/15/14 9:30,2014,9/17/14 5:51,9/17/14 5:51,Closed,Case Resolved -,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GENEVA AVE and MISSION ST,11,Crocker Amazon,INGLESIDE,37.71646,-122.441,"(37.7164594702207, -122.441019512975)",Voice In
4013057,9/15/14 9:29,2014,9/15/14 9:56,9/15/14 9:56,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"170 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78309,-122.4128,"(37.783090862459, -122.412825041505)",Web Self Service
4013051,9/15/14 9:28,2014,9/15/14 10:45,9/15/14 10:45,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"595 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.7845,-122.4161,"(37.784496635116, -122.416132000634)",Web Self Service
4013025,9/15/14 9:24,2014,9/15/14 12:14,9/15/14 12:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"187 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78434,-122.4102,"(37.784344378062, -122.410224931748)",Web Self Service
4013007,9/15/14 9:20,2014,9/15/14 10:30,9/15/14 10:30,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"144 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78437,-122.41,"(37.784373229858, -122.409995999069)",Web Self Service
4012995,9/15/14 9:18,2014,9/15/14 10:45,9/15/14 10:45,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"25 MASON ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78377,-122.4094,"(37.783769754047, -122.409369058094)",Web Self Service
4012982,9/15/14 9:17,2014,9/15/14 10:15,9/15/14 10:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"964 MARKET ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78315,-122.4095,"(37.783151408804, -122.409505567895)",Web Self Service
4012975,9/15/14 9:16,2014,9/15/14 6:41,9/15/14 6:41,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of SYCAMORE ST and MISSION ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
4012972,9/15/14 9:16,2014,9/15/14 9:50,9/15/14 9:50,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"115 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78233,-122.4124,"(37.782330429106, -122.412412706427)",Web Self Service
4012840,9/15/14 8:54,2014,9/16/14 9:52,9/16/14 9:52,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"69 WASHBURN ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77508,-122.414,"(37.775703361822, -122.414967565552)",Voice In
4012791,9/15/14 8:48,2014,9/17/14 6:59,9/17/14 6:59,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"1801 HAIGHT ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,PARK,37.76904,-122.4519,"(37.769227833642, -122.452058652072)",Mobile/Open311
4012721,9/15/14 8:39,2014,9/15/14 9:51,9/15/14 9:51,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of CONTINUUM WAY and GOLDEN GATE AVE,6,Civic Center,TENDERLOIN,37.78176,-122.4147,"(37.7817591427414, -122.414683078848)",Voice In
4012704,9/15/14 8:36,2014,9/15/14 9:51,9/15/14 9:51,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"243 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78172,-122.4146,"(37.781664819732, -122.414549786569)",Voice In
4012699,9/15/14 8:36,2014,9/17/14 5:53,9/17/14 5:53,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 24TH ST and UTAH ST,10,Potrero Hill,MISSION,37.75295,-122.4054,"(37.753063690319, -122.405331104173)",Mobile/Open311
4012639,9/15/14 8:27,2014,9/15/14 10:35,9/15/14 10:35,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"786 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77617,-122.4138,"(37.776164563331, -122.413817034427)",Voice In
4012594,9/15/14 8:17,2014,9/16/14 6:41,9/16/14 6:41,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"528 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75995,-122.416,"(37.759957463965, -122.416008438795)",Voice In
4012577,9/15/14 8:14,2014,9/15/14 6:43,9/15/14 6:43,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"92 HENRY ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,PARK,37.76673,-122.4331,"(37.766801371271, -122.433020351584)",Voice In
4012538,9/15/14 8:06,2014,9/15/14 9:00,9/15/14 9:00,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of BROADWAY and TAYLOR ST,3,Russian Hill,CENTRAL,37.79704,-122.4136,"(37.797038383174, -122.413558432316)",Voice In
4012477,9/15/14 7:55,2014,9/16/14 6:58,9/16/14 6:58,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"240 IVY ST, SAN FRANCISCO, CA, 94102",5,Civic Center,NORTHERN,37.77753,-122.4221,"(37.777558212027, -122.422167536893)",Voice In
4012460,9/15/14 7:50,2014,9/15/14 2:19,9/15/14 2:19,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of CRYSTAL ST and ALEMANY BLVD,11,Outer Mission,TARAVAL,37.71032,-122.4605,"(37.7103220844926, -122.460482356971)",Integrated Agency
4012267,9/15/14 6:30,2014,9/16/14 8:50,9/16/14 8:50,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"560 MARKET ST, SAN FRANCISCO, CA, 94104",3,Financial District,CENTRAL,37.7903,-122.4002,"(37.789822363658, -122.401009311217)",Voice In
4011965,9/14/14 20:10,2014,9/15/14 6:59,9/15/14 6:59,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"556 LARKIN ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78291,-122.4174,"(37.783036750241, -122.417312563238)",Voice In
4011786,9/14/14 18:46,2014,9/15/14 12:37,9/15/14 12:37,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"75 BROSNAN ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,MISSION,37.7686,-122.4239,"(37.76858925129, -122.423876936328)",Voice In
4011731,9/14/14 18:21,2014,9/15/14 12:35,9/15/14 12:35,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HAMPSHIRE ST and CESAR CHAVEZ ST,9,Peralta Heights,MISSION,37.74877,-122.4068,"(37.7487664065195, -122.406757937269)",Web Self Service
4011630,9/14/14 17:36,2014,9/15/14 12:36,9/15/14 12:36,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 24TH AVE and NORIEGA ST,4,Outer Sunset,TARAVAL,37.754,-122.4818,"(37.7540042706431, -122.481831984148)",Voice In
4011579,9/14/14 17:12,2014,12/19/14 11:04,12/19/14 11:04,Closed,Case Resolved - This clean-up matter was reported 3 months ago.  Response was delayed due to uncertainty as to where the issue was located and which agency has jurisdiction.  The matter is now being closed as moot.,zzRPD - Park Patrol - G - DO NOT USE,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"Jose Coronado Playground, , SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75732,-122.4151,"(37.757546184, -122.4151063)",Mobile/Open311
4011350,9/14/14 15:50,2014,9/20/14 7:35,9/20/14 7:35,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"48 LANGTON ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.7757,-122.4077,"(37.775700381677, -122.407675241544)",Web Self Service
4011244,9/14/14 15:05,2014,9/14/14 9:21,9/14/14 9:21,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of MARKET ST and DOLORES ST,8,Mission Dolores,MISSION,37.76904,-122.4269,"(37.7690422430629, -122.426858401469)",Voice In
4011212,9/14/14 14:53,2014,9/14/14 9:39,9/14/14 9:39,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"665 PAGE ST, SAN FRANCISCO, CA, 94117",5,Lower Haight,NORTHERN,37.77285,-122.4317,"(37.77284980528, -122.431681192706)",Voice In
4011197,9/14/14 14:50,2014,9/16/14 3:11,9/16/14 3:11,Closed,Case Completed - resolved: Alley Crew,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of SHOTWELL ST and 22ND ST,9,Mission,MISSION,37.75563,-122.4155,"(37.7556341191055, -122.415473261104)",Voice In
4011184,9/14/14 14:44,2014,9/14/14 9:45,9/14/14 9:45,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of 12TH ST and BERNICE ST,6,South of Market,SOUTHERN,37.77035,-122.4137,"(37.7703474175253, -122.413749767169)",Voice In
4011000,9/14/14 13:34,2014,9/14/14 9:30,9/14/14 9:30,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"555 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78448,-122.4154,"(37.784401095473, -122.415456561278)",Voice In
4010996,9/14/14 13:33,2014,9/14/14 9:30,9/14/14 9:30,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"570 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78457,-122.4156,"(37.784620526938, -122.41558441735)",Voice In
4010990,9/14/14 13:32,2014,9/15/14 12:41,9/15/14 12:41,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"134 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78205,-122.4128,"(37.782093951021, -122.412939288832)",Voice In
4010984,9/14/14 13:31,2014,9/15/14 12:41,9/15/14 12:41,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GOLDEN GATE AVE and JONES ST,6,Tenderloin,TENDERLOIN,37.78207,-122.4122,"(37.7820729735132, -122.412220705195)",Voice In
4010872,9/14/14 12:52,2014,9/14/14 7:32,9/14/14 7:32,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of POST ST and POLK ST,-1,Lower Nob Hill,NORTHERN,37.78683,-122.4199,"(37.7868276010985, -122.419928071258)",Voice In
4010846,9/14/14 12:43,2014,9/15/14 6:04,9/15/14 6:04,Closed,Scheduled -,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2193 MISSION ST, SAN FRANCISCO, CA, 94110",11,Excelsior,INGLESIDE,37.76195,-122.4193,"(37.726871802702, -122.432808210483)",Twitter
4010828,9/14/14 12:37,2014,9/14/14 1:11,9/14/14 1:11,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2199 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76186,-122.4193,"(37.762549257369, -122.419986217939)",Twitter
4010803,9/14/14 12:25,2014,9/16/14 6:52,9/16/14 6:52,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ATALAYA TER and FULTON ST,5,Lone Mountain,PARK,37.77568,-122.4474,"(37.7756778764633, -122.447442940832)",Voice In
4010694,9/14/14 11:52,2014,9/15/14 8:53,9/15/14 8:53,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"10 WASHBURN ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77572,-122.415,"(37.77552096912, -122.414804451069)",Voice In
4010504,9/14/14 11:00,2014,9/15/14 6:47,9/15/14 6:47,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"94 VIRGIL ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.74931,-122.4155,"(37.749312582584, -122.415468139433)",Voice In
4010457,9/14/14 10:44,2014,9/15/14 8:49,9/15/14 8:49,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MINNA ST and 11TH ST,6,South of Market,SOUTHERN,37.7739,-122.4166,"(37.7739062819424, -122.416575704897)",Voice In
4010394,9/14/14 10:20,2014,9/14/14 1:10,9/14/14 1:10,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2225 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76142,-122.4193,"(37.761329524645, -122.419129596155)",Twitter
4010340,9/14/14 9:58,2014,9/15/14 7:08,9/15/14 7:08,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of SHOTWELL ST and 14TH ST,9,Mission,MISSION,37.76847,-122.4167,"(37.768471289294, -122.416707455141)",Voice In
4010130,9/14/14 8:36,2014,9/15/14 6:21,9/15/14 6:21,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of FOLSOM ST and 16TH ST,9,Mission,MISSION,37.76531,-122.4153,"(37.7653147489607, -122.415308353435)",Voice In
4010070,9/14/14 8:14,2014,9/15/14 8:55,9/15/14 8:55,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1164 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77674,-122.411,"(37.770175090895, -122.417467828871)",Voice In
4010032,9/14/14 7:48,2014,9/14/14 8:58,9/14/14 8:58,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of DIVISION ST and VERMONT ST,10,Showplace Square,SOUTHERN,37.76971,-122.405,"(37.7697143973215, -122.404990347356)",Voice In
4010030,9/14/14 7:45,2014,9/14/14 9:50,9/14/14 9:50,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of VERMONT ST and 16TH ST,10,Potrero Hill,SOUTHERN,37.76596,-122.4046,"(37.7659581579592, -122.404623425961)",Voice In
4009804,9/13/14 21:45,2014,9/16/14 6:42,9/16/14 6:42,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"1542 CHURCH ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,INGLESIDE,37.74614,-122.4272,"(37.746215971296, -122.427101412195)",Mobile/Open311
4009731,9/13/14 21:42,2014,9/14/14 8:59,9/14/14 8:59,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of BRADY ST and STEVENSON ST,6,South of Market,SOUTHERN,37.77314,-122.4206,"(37.7731646757209, -122.420774339257)",Mobile/Open311
4009688,9/13/14 21:40,2014,9/14/14 1:08,9/14/14 1:08,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"3813 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,MISSION,37.76124,-122.4287,"(37.761162144303, -122.428639514853)",Mobile/Open311
