CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,CategoryGroup,CategoryID,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source
1668448,11/10/12 17:09,2012,11/15/12 1:13,11/15/12 1:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"315 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78263,-122.4143,"(37.782635608614, -122.41434028135)",Voice In
1668392,11/10/12 17:01,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"370 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78275,-122.4152,"(37.782754717176, -122.415236257599)",Voice In
1668387,11/10/12 17:00,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"526 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78471,-122.4149,"(37.784704294294, -122.414927593337)",Voice In
1668378,11/10/12 16:59,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"411 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78366,-122.4144,"(37.783656882706, -122.414440009666)",Voice In
1668365,11/10/12 16:58,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"270 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.783,-122.4136,"(37.782996072269, -122.41357389468)",Voice In
1667904,11/10/12 15:07,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 32ND AVE and IRVING ST,4,Outer Sunset,TARAVAL,37.76295,-122.4911,"(37.7629478920233, -122.49105353688)",Voice In
1667493,11/10/12 13:13,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"339 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78382,-122.4132,"(37.783817971088, -122.413169902858)",Voice In
1667484,11/10/12 13:11,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"430 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78489,-122.416,"(37.784888444265, -122.416003072074)",Voice In
1667479,11/10/12 13:10,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"400 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78472,-122.416,"(37.784717617779, -122.415968427592)",Voice In
1667470,11/10/12 13:08,2012,11/11/12 6:16,11/11/12 6:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and LEAVENWORTH ST,6,Tenderloin,TENDERLOIN,37.78372,-122.4142,"(37.7837237595403, -122.414241564993)",Voice In
1667108,11/10/12 11:35,2012,11/12/12 12:00,11/12/12 12:00,Closed,Case Resolved - Park Patrol and PSa manager have been adv'd.,RPD Park Patrol Queue,Rec and Park Requests,Encampment,encampment,Park - Park_Patrol,Illegal_Encampment,"Pine Lake Park, SAN FRANCISCO, CA, 94132",4,Parkside,TARAVAL,37.73631,-122.4859,"(37.736308566, -122.4859282)",Web Self Service
1666760,11/10/12 9:51,2012,11/12/12 14:01,11/12/12 14:01,Closed,Case Resolved - Park Patrol has been advised.,RPD Park Patrol Queue,Rec and Park Requests,Encampment,encampment,Park - Park_Patrol,Illegal_Encampment,"Golden Gate Heights Park, SAN FRANCISCO, CA, 94116",7,Golden Gate Heights,TARAVAL,37.74998,-122.4694,"(37.749985296, -122.4694059)",Voice In
1666645,11/10/12 9:13,2012,11/14/12 12:14,11/14/12 12:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"560 9TH ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,SOUTHERN,37.77049,-122.4078,"(37.770488365042, -122.407765131781)",Voice In
1666258,11/10/12 1:24,2012,11/12/12 15:16,11/12/12 15:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 17TH ST and VALENCIA ST,8,Mission,MISSION,37.7633,-122.4217,"(37.7632997146361, -122.421731692575)",Voice In
1664569,11/9/12 14:53,2012,11/10/12 6:18,11/10/12 6:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"334 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78405,-122.4158,"(37.784046630731, -122.415827005443)",Voice In
1664560,11/9/12 14:52,2012,11/10/12 6:18,11/10/12 6:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"138 HYDE ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.7822,-122.4155,"(37.782197228778, -122.415454560389)",Voice In
1664555,11/9/12 14:51,2012,11/10/12 6:18,11/10/12 6:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MARKET ST and TAYLOR ST,6,Tenderloin,TENDERLOIN,37.78223,-122.4103,"(37.7822305956242, -122.41029213588)",Voice In
1664538,11/9/12 14:49,2012,11/10/12 6:18,11/10/12 6:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"201 TURK ST, SAN FRANCISCO, CA, 94102",6,,TENDERLOIN,37.78265,-122.4129,"(37.78264913, -122.41294159)",Voice In
1664493,11/9/12 14:39,2012,11/10/12 20:16,11/10/12 20:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"790 TEHAMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.7749,-122.4123,"(37.774899042695, -122.412314144441)",Voice In
1664329,11/9/12 14:07,2012,11/10/12 6:18,11/10/12 6:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of BRANNAN ST and DORE ST,6,Showplace Square,SOUTHERN,37.76958,-122.4076,"(37.7695861427456, -122.407587561358)",Voice In
1664315,11/9/12 14:05,2012,11/11/12 2:15,11/11/12 2:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 26TH ST and OSAGE ALY,9,Mission,MISSION,37.74901,-122.4187,"(37.7490064262894, -122.418709970066)",Voice In
1663393,11/9/12 11:04,2012,11/16/12 12:14,11/16/12 12:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 38TH AVE and FULTON ST,1,Golden Gate Park,RICHMOND,37.77193,-122.4981,"(37.7719343364325, -122.49811387898)",Voice In
1663257,11/9/12 10:40,2012,11/10/12 5:16,11/10/12 5:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"719 LARKIN ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78455,-122.418,"(37.784554552312, -122.41795191708)",Voice In
1663248,11/9/12 10:39,2012,11/13/12 10:15,11/13/12 10:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and LARKIN ST,6,Tenderloin,TENDERLOIN,37.78331,-122.4175,"(37.783310773957, -122.41752862123)",Voice In
1663237,11/9/12 10:37,2012,11/14/12 12:15,11/14/12 12:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"500 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78473,-122.4147,"(37.784732300647, -122.414707890491)",Voice In
1663230,11/9/12 10:36,2012,11/13/12 10:15,11/13/12 10:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"20 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78143,-122.4118,"(37.781430576186, -122.411781286463)",Voice In
1663105,11/9/12 10:17,2012,11/9/12 15:18,11/9/12 15:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HOWARD ST and MARY ST,6,South of Market,SOUTHERN,37.78088,-122.4057,"(37.7808784178023, -122.405718672887)",Voice In
1663099,11/9/12 10:16,2012,11/9/12 15:18,11/9/12 15:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HOWARD ST and MAIN ST,6,Financial District,SOUTHERN,37.79061,-122.3934,"(37.7906126192417, -122.393407791143)",Voice In
1663085,11/9/12 10:14,2012,11/11/12 2:15,11/11/12 2:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"270 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",8,Mission,MISSION,37.75084,-122.4216,"(37.750837268279, -122.421608319677)",Voice In
1662858,11/9/12 9:28,2012,11/10/12 14:16,11/10/12 14:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2500 VAN NESS AVE, SAN FRANCISCO, CA, 94109",3,Polk Gulch,NORTHERN,37.79872,-122.4238,"(37.798715860699, -122.423758086789)",Voice In
1662707,11/9/12 9:04,2012,11/9/12 10:17,11/9/12 10:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MISSION ST and SYCAMORE ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
1662663,11/9/12 8:56,2012,11/9/12 10:16,11/9/12 10:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of 10TH ST and MINNA ST,6,South of Market,SOUTHERN,37.77485,-122.4154,"(37.774844143673, -122.415371714447)",Voice In
1662618,11/9/12 8:43,2012,11/9/12 12:17,11/9/12 12:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HAYES ST and LARKIN ST,6,Civic Center,TENDERLOIN,37.77772,-122.4164,"(37.7777226602316, -122.41640113099)",Voice In
1662377,11/9/12 7:46,2012,11/12/12 8:16,11/12/12 8:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of PINE ST and QUINCY ST,3,Chinatown,CENTRAL,37.79153,-122.4054,"(37.7915362134766, -122.405441134339)",Voice In
1662370,11/9/12 7:45,2012,11/14/12 12:14,11/14/12 12:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MENDELL ST and YOSEMITE AVE,10,Bayview,BAYVIEW,37.729,-122.3954,"(37.7289965063317, -122.395437988652)",Voice In
1660643,11/8/12 15:46,2012,11/10/12 1:16,11/10/12 1:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"134 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78209,-122.4129,"(37.782093951021, -122.412939288832)",Voice In
1660637,11/8/12 15:45,2012,11/10/12 1:16,11/10/12 1:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"545 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78338,-122.4166,"(37.783382375345, -122.416618669616)",Voice In
1660629,11/8/12 15:43,2012,11/10/12 1:17,11/10/12 1:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LEAVENWORTH ST and OFARRELL ST,6,Tenderloin,TENDERLOIN,37.78558,-122.4146,"(37.7855825352246, -122.414617250961)",Voice In
1660617,11/8/12 15:42,2012,11/10/12 1:16,11/10/12 1:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HYDE ST and OFARRELL ST,6,Tenderloin,TENDERLOIN,37.78538,-122.4163,"(37.7853759283045, -122.416259782281)",Voice In
1660590,11/8/12 15:39,2012,11/10/12 1:17,11/10/12 1:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LEAVENWORTH ST and MCALLISTER ST,6,Civic Center,TENDERLOIN,37.78093,-122.4137,"(37.780926968726, -122.413676291653)",Voice In
1660567,11/8/12 15:36,2012,11/10/12 1:17,11/10/12 1:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and JONES ST,6,Tenderloin,TENDERLOIN,37.78393,-122.4126,"(37.7839325967532, -122.41259531556)",Voice In
1659466,11/8/12 12:32,2012,11/10/12 15:17,11/10/12 15:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2555 MARKET ST, SAN FRANCISCO, CA, 94114",8,Castro,MISSION,37.76179,-122.437,"(37.761791791577, -122.436948079529)",Web Self Service
1659269,11/8/12 11:52,2012,11/10/12 15:17,11/10/12 15:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"401 DUBOCE AVE, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,PARK,37.7693,-122.4294,"(37.769299485483, -122.429416904198)",Voice In
1659234,11/8/12 11:44,2012,11/9/12 11:17,11/9/12 11:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MARKET ST and POWELL ST,6,South of Market,TENDERLOIN,37.78456,-122.4073,"(37.7845600181277, -122.407337077679)",Voice In
1659037,11/8/12 11:07,2012,11/14/12 10:14,11/14/12 10:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and TAYLOR ST,6,Tenderloin,TENDERLOIN,37.78414,-122.4109,"(37.7841410971463, -122.410951471563)",Voice In
1658953,11/8/12 10:51,2012,11/13/12 9:16,11/13/12 9:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and LARKIN ST,6,Tenderloin,TENDERLOIN,37.78331,-122.4175,"(37.783310773957, -122.41752862123)",Voice In
1658943,11/8/12 10:49,2012,11/13/12 8:15,11/13/12 8:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GOLDEN GATE AVE and LEAVENWORTH ST,6,Tenderloin,TENDERLOIN,37.78186,-122.4139,"(37.7818633401966, -122.413865509418)",Voice In
1658933,11/8/12 10:48,2012,11/14/12 10:14,11/14/12 10:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and JONES ST,6,Tenderloin,TENDERLOIN,37.78393,-122.4126,"(37.7839325967532, -122.41259531556)",Voice In
1658922,11/8/12 10:46,2012,11/14/12 10:14,11/14/12 10:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"168 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78318,-122.4119,"(37.783179716049, -122.411892140045)",Voice In
1658916,11/8/12 10:45,2012,11/13/12 8:15,11/13/12 8:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"144 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78242,-122.4138,"(37.782419675428, -122.41382105335)",Voice In
1658915,11/8/12 10:45,2012,11/10/12 15:16,11/10/12 15:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2393 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75885,-122.4189,"(37.758845424941, -122.418891720237)",Voice In
1658909,11/8/12 10:44,2012,11/13/12 9:16,11/13/12 9:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"434 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78524,-122.4144,"(37.785240883645, -122.4143902435)",Voice In
1658451,11/8/12 9:33,2012,11/10/12 15:17,11/10/12 15:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2701 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75365,-122.4184,"(37.753646544192, -122.418394152901)",Voice In
1658416,11/8/12 9:28,2012,11/9/12 2:16,11/9/12 2:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MISSION ST and SYCAMORE ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
1658095,11/8/12 8:41,2012,11/9/12 11:16,11/9/12 11:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of 14TH ST and JULIAN AVE,9,Mission,MISSION,37.7682,-122.4212,"(37.7681993877703, -122.421209982613)",Voice In
1658031,11/8/12 8:32,2012,11/8/12 9:12,11/8/12 9:12,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of ADMIRAL AVE and MISSION ST,11,Mission Terrace,INGLESIDE,37.72986,-122.4302,"(37.7298597198912, -122.430181303789)",Voice In
1658016,11/8/12 8:29,2012,11/12/12 8:17,11/12/12 8:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of BAY ST and KEARNY ST,3,Fisherman's Wharf,CENTRAL,37.80643,-122.4071,"(37.8064278665408, -122.40714621826)",Voice In
1657778,11/8/12 7:35,2012,11/14/12 9:14,11/14/12 9:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1980 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76545,-122.42,"(37.765447611283, -122.419957683901)",Voice In
1657592,11/8/12 3:44,2012,11/13/12 9:15,11/13/12 9:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GOLDEN GATE AVE and TAYLOR ST,6,Tenderloin,TENDERLOIN,37.78223,-122.4103,"(37.7822305956242, -122.41029213588)",Voice In
1657589,11/8/12 3:41,2012,11/14/12 10:15,11/14/12 10:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MASON ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78329,-122.409,"(37.7832878821779, -122.408952214449)",Voice In
1657585,11/8/12 3:39,2012,11/13/12 9:16,11/13/12 9:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of TAYLOR ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78321,-122.4108,"(37.7832142923006, -122.410764953722)",Voice In
1657577,11/8/12 3:28,2012,11/13/12 9:15,11/13/12 9:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and JONES ST,6,Tenderloin,TENDERLOIN,37.78393,-122.4126,"(37.7839325967532, -122.41259531556)",Voice In
1657214,11/7/12 21:04,2012,11/12/12 11:31,11/12/12 11:31,Closed,Case Resolved - PSA manager and Park Patrol supvs have been adv'd.,RPD Park Patrol Queue,Rec and Park Requests,Encampment,encampment,Park - Park_Patrol,Illegal_Encampment,"Pine Lake Park, SAN FRANCISCO, CA, 94132",4,Parkside,TARAVAL,37.73631,-122.4859,"(37.736308566, -122.4859282)",Web Self Service
1656523,11/7/12 17:10,2012,11/18/12 10:55,11/18/12 10:55,Closed,Case Resolved -,311 Service Request Queue - Hold,311 External Request,Human Waste,waste,Human/Animal Waste,Human/Animal Waste - ClearChannel,Intersection of 11TH ST and FOLSOM ST,6,South of Market,SOUTHERN,37.77186,-122.414,"(37.7718636151643, -122.414026570892)",Voice In
1656191,11/7/12 15:46,2012,11/8/12 22:17,11/8/12 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"318 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78287,-122.4146,"(37.782873003201, -122.41456743574)",Voice In
1656187,11/7/12 15:45,2012,11/8/12 22:18,11/8/12 22:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"369 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78254,-122.4152,"(37.78254186192, -122.415160470246)",Voice In
1656180,11/7/12 15:44,2012,11/8/12 22:17,11/8/12 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"219 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78297,-122.4142,"(37.782974066322, -122.414160158897)",Voice In
1656165,11/7/12 15:43,2012,11/8/12 22:17,11/8/12 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"976 MARKET ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78279,-122.41,"(37.782791673082, -122.409967181639)",Voice In
1656022,11/7/12 15:25,2012,11/8/12 22:17,11/8/12 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HOWARD ST and RUSS ST,6,South of Market,SOUTHERN,37.77886,-122.4083,"(37.7788607250672, -122.408271534865)",Voice In
1656004,11/7/12 15:20,2012,11/8/12 22:17,11/8/12 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"157 RUSS ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77825,-122.4073,"(37.778246098612, -122.40729069494)",Voice In
1655965,11/7/12 15:08,2012,11/8/12 22:18,11/8/12 22:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of COLE ST and HAIGHT ST,5,Haight Ashbury,PARK,37.76953,-122.4507,"(37.769525932985, -122.450710257811)",Voice In
1655955,11/7/12 15:07,2012,11/8/12 22:17,11/8/12 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Not associated with a specific address,,,,0,0,,Web Self Service
1655759,11/7/12 14:31,2012,11/7/12 21:13,11/7/12 21:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of GROVE ST and OCTAVIA ST,5,Hayes Valley,NORTHERN,37.7776,-122.4248,"(37.7776018936099, -122.424808799855)",Voice In
1655686,11/7/12 14:20,2012,11/8/12 22:17,11/8/12 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ALICE B TOKLAS PL and VAN NESS AVE,6,Tenderloin,NORTHERN,37.78523,-122.4212,"(37.7852326315414, -122.421216612423)",Voice In
1655676,11/7/12 14:19,2012,11/7/12 21:13,11/7/12 21:13,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of ALICE B TOKLAS PL and VAN NESS AVE,6,Tenderloin,NORTHERN,37.78523,-122.4212,"(37.7852326315414, -122.421216612423)",Voice In
1655299,11/7/12 13:13,2012,11/8/12 22:16,11/8/12 22:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1790 YOSEMITE AVE, SAN FRANCISCO, CA, 94124",10,Bayview,BAYVIEW,37.72884,-122.3949,"(37.728842266303, -122.394918669497)",Voice In
1655222,11/7/12 13:00,2012,11/8/12 22:18,11/8/12 22:18,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MENDELL ST and YOSEMITE AVE,10,Bayview,BAYVIEW,37.729,-122.3954,"(37.7289965063317, -122.395437988652)",Voice In
1655072,11/7/12 12:35,2012,11/7/12 13:39,11/7/12 13:39,Closed,Case Transferred - Transit Shelter Maintenance Request Sent,311 Service Request Queue,311 External Request,Human Waste,waste,Human/Animal Waste,Human/Animal Waste - ClearChannel,Intersection of 11TH ST and FOLSOM ST,6,South of Market,SOUTHERN,37.77186,-122.414,"(37.7718636151643, -122.414026570892)",Voice In
1654474,11/7/12 10:53,2012,11/9/12 9:17,11/9/12 9:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"333 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78542,-122.4113,"(37.785419540762, -122.411349096075)",Voice In
1654467,11/7/12 10:51,2012,11/9/12 13:17,11/9/12 13:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of OFARRELL ST and SHANNON ST,6,Tenderloin,TENDERLOIN,37.78589,-122.4121,"(37.7858929127475, -122.412147392916)",Voice In
1654458,11/7/12 10:50,2012,11/9/12 9:17,11/9/12 9:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of DODGE ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78242,-122.417,"(37.7824203080071, -122.416983014922)",Voice In
1654449,11/7/12 10:49,2012,11/9/12 10:16,11/9/12 10:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1108 MARKET ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.7808,-122.4123,"(37.780797056286, -122.412254799703)",Voice In
