CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
4331794,12/24/2014 12:36:04 PM,2014,12/27/2014 02:27:00 PM,12/27/2014 02:27:00 PM,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"120 8TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77687,-122.4129,"(37.777028419409, -122.412881003905)",Mobile/Open311,
4333571,12/25/2014 11:09:23 AM,2014,12/27/2014 03:24:50 PM,12/27/2014 03:24:50 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of TEHAMA ST and 8TH ST,6,South of Market,SOUTHERN,37.77579,-122.4111,"(37.7757938053201, -122.411069277528)",Voice In,
4333822,12/25/2014 02:01:34 PM,2014,12/26/2014 02:31:16 AM,12/26/2014 02:31:16 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"719 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77684,-122.4128,"(37.776711268075, -122.412820353256)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/549c8937df866c252cc09aab/report.jpg
4334575,12/26/2014 08:12:40 AM,2014,12/27/2014 01:34:11 AM,12/27/2014 01:34:11 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"255 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78162,-122.4148,"(37.781623664191, -122.414753984929)",Voice In,
4335082,12/26/2014 10:34:49 AM,2014,12/27/2014 07:19:55 AM,12/27/2014 07:19:55 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1314 POLK ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,NORTHERN,37.78906,-122.4202,"(37.789059669968, -122.420220939139)",Voice In,
4335109,12/26/2014 10:40:29 AM,2014,12/27/2014 02:25:26 PM,12/27/2014 02:25:26 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1035 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77859,-122.4078,"(37.778928511618, -122.407926743983)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/549dab96df866c252cc09ea3/photo_20141226_104004.jpg
4335620,12/26/2014 01:02:14 PM,2014,12/27/2014 03:42:31 PM,12/27/2014 03:42:31 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"757 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77639,-122.4135,"(37.77628834814, -122.413413959871)",Mobile/Open311,
4336101,12/26/2014 03:25:19 PM,2014,12/26/2014 06:20:11 PM,12/26/2014 06:20:11 PM,Closed,Case Completed - resolved: 1098 - cmp,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"243 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78167,-122.4146,"(37.781664819732, -122.414549786569)",Voice In,
4337616,12/27/2014 10:56:20 AM,2014,01/08/2015 02:38:57 PM,01/08/2015 02:38:57 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of MISSION ST and DUBOCE AVE,6,South of Market,MISSION,37.77011,-122.42,"(37.7701113170831, -122.420008481617)",Voice In,
4337770,12/27/2014 11:46:56 AM,2014,01/08/2015 03:51:51 PM,01/08/2015 03:51:51 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"33 NORFOLK ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77114,-122.4141,"(37.771092811302, -122.413877417966)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/549f0ca7df866c252cc0a54b/report.jpg
4337908,12/27/2014 12:39:41 PM,2014,12/27/2014 04:17:13 PM,12/27/2014 04:17:13 PM,Closed,Case Completed - resolved: 10-98 Comp,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"701 TARAVAL ST, SAN FRANCISCO, CA, 94116",7,West Portal,TARAVAL,37.743,-122.4737,"(37.742996661134, -122.473704736611)",Voice In,
4338291,12/27/2014 02:54:16 PM,2014,12/27/2014 11:17:50 PM,12/27/2014 11:17:50 PM,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"970 FOLSOM ST, SAN FRANCISCO, CA, 94107",6,South of Market,SOUTHERN,37.77921,-122.4048,"(37.779218295416, -122.404939019482)",Mobile/Open311,
4338472,12/27/2014 04:19:38 PM,2014,12/27/2014 11:16:42 PM,12/27/2014 11:16:42 PM,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of DUBOCE AVE and OTIS ST,6,South of Market,MISSION,37.77011,-122.42,"(37.7701113170831, -122.420008481617)",Voice In,
4338643,12/27/2014 05:36:42 PM,2014,12/27/2014 07:16:02 PM,12/27/2014 07:16:02 PM,Closed,Case Completed - resolved: 10-98 Comp,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"186 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,TARAVAL,37.73899,-122.4681,"(37.738987688862, -122.468119815493)",Voice In,
4339020,12/27/2014 11:16:52 PM,2014,12/28/2014 01:02:03 AM,12/28/2014 01:02:03 AM,Closed,"Case Completed - resolved: 10-98 570 went out to location, he was able to clean up area and pick up misc debris. He did not find any needles in this area. Advised that he would return to area to follow up when traffic was lighter.",DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of MISSION ST and 18TH ST,9,Mission,MISSION,37.76184,-122.4194,"(37.7618358043403, -122.419359315196)",Voice In,
4340115,12/28/2014 02:11:21 PM,2014,12/29/2014 08:23:52 AM,12/29/2014 08:23:52 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"257 14TH ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76824,-122.419,"(37.768213485184, -122.419016602272)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a08003df866c252cc0ae4b/report.jpg
4341218,12/29/2014 07:15:44 AM,2014,12/29/2014 08:49:55 AM,12/29/2014 08:49:55 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of BIRCH ST and LAGUNA ST,5,Hayes Valley,NORTHERN,37.77786,-122.4265,"(37.7778624654502, -122.426547691927)",Voice In,
4341376,12/29/2014 08:11:05 AM,2014,12/29/2014 09:21:17 AM,12/29/2014 09:21:17 AM,Closed,Case is a Duplicate - Per DPW this a duplicate,311 Supervisor Queue,Homeless Concerns,Medical Waste,needle,"215 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78154,-122.4142,"(37.781695725669, -122.414185346548)",Voice In,
4341867,12/29/2014 09:37:06 AM,2014,12/29/2014 02:31:25 PM,12/29/2014 02:31:25 PM,Closed,Case Completed - resolved: 1098 completed,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"907 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77483,-122.4185,"(37.77472242609, -122.4154275272)",Voice In,
4342149,12/29/2014 10:26:13 AM,2014,12/29/2014 02:31:43 PM,12/29/2014 02:31:43 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of CLINTON PARK and VALENCIA ST,8,Mission Dolores,MISSION,37.76928,-122.4223,"(37.7692777794306, -122.422308181264)",Voice In,
4342473,12/29/2014 11:25:42 AM,2014,12/30/2014 02:09:55 AM,12/30/2014 02:09:55 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"101 DUBOCE AVE, SAN FRANCISCO, CA, 94103",8,Mission Dolores,MISSION,37.76971,-122.4226,"(37.769714745264, -122.422572779305)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a1aaabdf866c252cc0b674/report.jpg
4342793,12/29/2014 12:19:33 PM,2014,12/30/2014 06:43:05 AM,12/30/2014 06:43:05 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1270 PINE ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,CENTRAL,37.79021,-122.4167,"(37.79021334342, -122.416728931075)",Voice In,
4343555,12/29/2014 02:49:05 PM,2014,12/30/2014 09:26:57 PM,12/30/2014 09:26:57 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of WEBSTER ST and GEARY BLVD,5,Japantown,NORTHERN,37.78457,-122.4312,"(37.7845681372362, -122.431204856266)",Voice In,
4343961,12/29/2014 04:07:35 PM,2014,12/30/2014 09:34:16 AM,12/30/2014 09:34:16 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"747 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77639,-122.4132,"(37.776392125267, -122.41328217467)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a1ecbbdf866c252cc0ba65/photo_20141229_160601.jpg
4343972,12/29/2014 04:08:41 PM,2014,12/30/2014 09:34:46 AM,12/30/2014 09:34:46 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1235 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77653,-122.4133,"(37.776777461754, -122.413755445544)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a1ed00df866c252cc0ba7e/photo_20141229_160736.jpg
4344010,12/29/2014 04:15:34 PM,2014,12/30/2014 09:24:07 PM,12/30/2014 09:24:07 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"458 NOE ST, SAN FRANCISCO, CA, 94114",8,Castro,MISSION,37.76173,-122.4332,"(37.761737881114, -122.433219287949)",Voice In,
4344051,12/29/2014 04:23:51 PM,2014,12/30/2014 09:06:17 AM,12/30/2014 09:06:17 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"905 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77474,-122.4154,"(37.774740548171, -122.415404580287)",Voice In,
4345309,12/30/2014 08:44:34 AM,2014,01/01/2015 09:12:49 AM,01/01/2015 09:12:49 AM,Closed,Case Completed - resolved: Nothing Found,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of LEAVENWORTH ST and GOLDEN GATE AVE,6,Tenderloin,TENDERLOIN,37.78186,-122.4139,"(37.7818633401966, -122.413865509418)",Voice In,
4345345,12/30/2014 08:52:05 AM,2014,12/31/2014 02:11:54 AM,12/31/2014 02:11:54 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1314 POLK ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,NORTHERN,37.78906,-122.4202,"(37.789059669968, -122.420220939139)",Voice In,
4346010,12/30/2014 11:17:27 AM,2014,01/01/2015 02:32:11 AM,01/01/2015 02:32:11 AM,Closed,Case Completed - resolved: 1098 completed,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 10TH AVE and LINCOLN WAY,5,Inner Sunset,TARAVAL,37.76588,-122.4675,"(37.7658772265215, -122.467515160472)",Voice In,
4346276,12/30/2014 12:14:38 PM,2014,12/31/2014 01:10:00 AM,12/31/2014 01:10:00 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"65 NORFOLK ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77087,-122.4136,"(37.770844339346, -122.413443365528)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a307a6df866c252cc0c2c6/report.jpg
4346679,12/30/2014 01:46:30 PM,2014,12/30/2014 10:25:51 PM,12/30/2014 10:25:51 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of JONES ST and TURK ST,6,Tenderloin,TENDERLOIN,37.783,-122.4124,"(37.7830040965109, -122.412411848948)",Voice In,
4347471,12/30/2014 05:00:50 PM,2014,12/30/2014 10:24:01 PM,12/30/2014 10:24:01 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"200 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,TARAVAL,37.73889,-122.4681,"(37.740615312834, -122.466332961781)",Voice In,
4347834,12/30/2014 06:49:32 PM,2014,12/30/2014 10:21:09 PM,12/30/2014 10:21:09 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1547 PALOU AVE, SAN FRANCISCO, CA, 94124",10,Bayview,BAYVIEW,37.73331,-122.39,"(37.733309099692, -122.390038519585)",Voice In,
4348202,12/30/2014 10:35:12 PM,2014,06/03/2015 10:29:55 AM,06/03/2015 10:29:55 AM,Closed,Case Completed - resolved: Maximo Service Request has been resolved,PUC Sewer Ops,Homeless Concerns,Medical Waste,needle,"108 CLINTON PARK, SAN FRANCISCO, CA, 94103",8,Mission Dolores,MISSION,37.76937,-122.4225,"(37.769374974289, -122.42252353281)",Voice In,
4348801,12/31/2014 08:41:28 AM,2014,01/01/2015 09:45:00 AM,01/01/2015 09:45:00 AM,Closed,Case Completed - resolved: 1098 completed,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"215 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78154,-122.4142,"(37.781695725669, -122.414185346548)",Voice In,
4349389,12/31/2014 10:41:55 AM,2014,12/31/2014 12:48:24 PM,12/31/2014 12:48:24 PM,Closed,Case Completed - resolved: n/f,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of FELL ST and OCTAVIA ST,5,Hayes Valley,NORTHERN,37.77575,-122.4243,"(37.775753981863, -122.424324513404)",Voice In,
4350619,12/31/2014 03:26:20 PM,2014,01/02/2015 01:33:11 AM,01/02/2015 01:33:11 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of RODGERS ST and FOLSOM ST,6,South of Market,SOUTHERN,37.77545,-122.4095,"(37.7754509013937, -122.409481340161)",Voice In,
4350745,12/31/2014 04:00:24 PM,2014,01/02/2015 03:36:14 PM,01/02/2015 03:36:14 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"60 OTIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77038,-122.4204,"(37.770379173987, -122.42038522123)",Voice In,
4350775,12/31/2014 04:07:00 PM,2014,01/02/2015 03:36:01 PM,01/02/2015 03:36:01 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"447 LINDEN ST, SAN FRANCISCO, CA, 94102",5,Hayes Valley,NORTHERN,37.77608,-122.4253,"(37.776030503913, -122.425283750004)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a48f9edf866c252cc0cfb8/photo_20141231_160439.jpg
4350848,12/31/2014 04:34:45 PM,2014,01/02/2015 02:26:56 PM,01/02/2015 02:26:56 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 18TH ST and SAN CARLOS ST,9,Mission,MISSION,37.76176,-122.42,"(37.7617892171553, -122.420128321734)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a49620df866c252cc0cfe2/report.jpg
4351684,12/31/2014 11:54:30 PM,2014,01/01/2015 02:32:18 AM,01/01/2015 02:32:18 AM,Closed,Case Completed - resolved: 10-98 Eddie took care of safety concerns at this location.,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of MARKET ST and SOUTH VAN NESS AVE,6,South of Market,SOUTHERN,37.77465,-122.4191,"(37.7751471409965, -122.419255494655)",Mobile/Open311,
4352271,01/01/2015 09:43:45 AM,2015,01/01/2015 10:10:07 AM,01/01/2015 10:10:07 AM,Closed,Case Completed - resolved: sr made-  2needles  &  cardboard  picked up,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of DORE ST and FOLSOM ST,6,South of Market,SOUTHERN,37.77328,-122.4122,"(37.7732847152927, -122.41222492435)",Voice In,
4352897,01/01/2015 03:07:54 PM,2015,01/05/2015 07:46:51 AM,01/05/2015 07:46:51 AM,Closed,Case Completed - resolved: couldn't get because a car was blocking it.,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1095 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77246,-122.4172,"(37.772475992667, -122.417109507171)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a5d342df866c252cc0d7d7/report.jpg
4352973,01/01/2015 03:41:47 PM,2015,01/02/2015 05:18:22 AM,01/02/2015 05:18:22 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"200 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,TARAVAL,37.73889,-122.4681,"(37.740615312834, -122.466332961781)",Voice In,
4353146,01/01/2015 04:41:23 PM,2015,01/02/2015 02:31:46 AM,01/02/2015 02:31:46 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of CHURCH ST and DORLAND ST,8,Mission Dolores,MISSION,37.76213,-122.428,"(37.7620876765651, -122.428431235096)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a5e92ddf866c252cc0d874/report.jpg
4353151,01/01/2015 04:42:49 PM,2015,01/02/2015 02:32:42 AM,01/02/2015 02:32:42 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"49 CHULA LN, SAN FRANCISCO, CA, 94114",8,Mission Dolores,MISSION,37.76371,-122.4277,"(37.763689268573, -122.427593186105)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a5e981df866c252cc0d87e/report.jpg
4354240,01/02/2015 09:09:09 AM,2015,01/02/2015 10:58:26 AM,01/02/2015 10:58:26 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"41 GROVE ST, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.77877,-122.4161,"(37.778585096371, -122.416073793889)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a6d0aedf866c252cc0e12f/report.jpg
4354679,01/02/2015 10:40:45 AM,2015,01/05/2015 07:48:27 AM,01/05/2015 07:48:27 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"719 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77673,-122.4129,"(37.776711268075, -122.412820353256)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a6e623df866c252cc0e26c/photo_20150102_104012.jpg
4354732,01/02/2015 10:50:44 AM,2015,01/04/2015 06:56:00 AM,01/04/2015 06:56:00 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of VAN NESS AVE and WILLOW ST,6,Tenderloin,NORTHERN,37.78342,-122.4208,"(37.783370448199, -122.420832021717)",Mobile/Open311,
4354801,01/02/2015 11:04:15 AM,2015,01/02/2015 03:28:22 PM,01/02/2015 03:28:22 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of TREAT AVE and ALAMEDA ST,9,Mission,MISSION,37.76807,-122.4124,"(37.7680736064434, -122.412424349882)",Web Self Service,
4356293,01/02/2015 04:33:14 PM,2015,01/03/2015 01:20:51 PM,01/03/2015 01:20:51 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"79 MCALLISTER ST, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78088,-122.4133,"(37.780861152463, -122.413218617547)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a738c5df866c252cc0e680/photo_20150102_163258.jpg
4357110,01/03/2015 07:51:03 AM,2015,01/03/2015 09:55:12 AM,01/03/2015 09:55:12 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"66 LAFAYETTE ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77276,-122.417,"(37.772785926554, -122.417040187943)",Mobile/Open311,
4357488,01/03/2015 10:24:19 AM,2015,01/03/2015 03:25:58 PM,01/03/2015 03:25:58 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"135 SHOTWELL ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76608,-122.4163,"(37.766349257363, -122.41636177756)",Mobile/Open311,
4357494,01/03/2015 10:26:34 AM,2015,01/22/2015 07:15:27 AM,01/22/2015 07:15:27 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"186 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,TARAVAL,37.73899,-122.4681,"(37.738987688862, -122.468119815493)",Voice In,
4357685,01/03/2015 11:28:52 AM,2015,01/03/2015 03:25:47 PM,01/03/2015 03:25:47 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of SHARON ST and 15TH ST,8,Mission Dolores,MISSION,37.76606,-122.4299,"(37.7660630091368, -122.429926159497)",Voice In,
4358061,01/03/2015 01:24:17 PM,2015,01/04/2015 02:20:11 PM,01/04/2015 02:20:11 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"278 SHIPLEY ST, SAN FRANCISCO, CA, 94107",6,South of Market,SOUTHERN,37.77844,-122.4046,"(37.778535768573, -122.404640200841)",Mobile/Open311,
4358486,01/03/2015 04:09:48 PM,2015,01/04/2015 02:19:13 PM,01/04/2015 02:19:13 PM,Closed,Case Completed - resolved: 10-98 no needle found. Just a needle cap was found.,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of GERMANIA ST and WEBSTER ST,5,Duboce Triangle,PARK,37.77092,-122.4285,"(37.7709178585946, -122.428520340732)",Voice In,
4359348,01/04/2015 09:05:58 AM,2015,01/09/2015 06:47:10 PM,01/09/2015 06:47:10 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1525 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77122,-122.4141,"(37.771438202907, -122.414284731805)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54a972eedf866c252cc0f6a8/photo_20150104_090538.jpg
4359522,01/04/2015 10:15:52 AM,2015,01/05/2015 07:39:22 AM,01/05/2015 07:39:22 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"77 MCALLISTER ST, SAN FRANCISCO, CA, 94102",5,Western Addition,NORTHERN,37.77903,-122.4283,"(37.779031156468, -122.42829222208)",Voice In,
4359715,01/04/2015 11:38:58 AM,2015,01/07/2015 12:08:13 PM,01/07/2015 12:08:13 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of HARRISON ST and NORFOLK ST,6,South of Market,SOUTHERN,37.77028,-122.4127,"(37.7703886178656, -122.412751447977)",Mobile/Open311,
4360159,01/04/2015 02:07:46 PM,2015,01/05/2015 08:23:22 PM,01/05/2015 08:23:22 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of OCTAVIA ST and WASHINGTON ST,2,Pacific Heights,NORTHERN,37.79242,-122.4278,"(37.7924250237655, -122.427804391192)",Voice In,
4361524,01/05/2015 07:40:19 AM,2015,01/05/2015 10:16:58 AM,01/05/2015 10:16:58 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"215 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78164,-122.4146,"(37.781695725669, -122.414185346548)",Voice In,
4361787,01/05/2015 08:36:13 AM,2015,01/07/2015 12:00:00 PM,01/07/2015 12:00:00 PM,Closed,Case Completed - resolved: 1/7/15: No porta potty on job site. GS -,DPW BSM Queue,Homeless Concerns,Medical Waste,needle,Intersection of JUDAH ST and 28TH AVE,4,Outer Sunset,TARAVAL,37.76128,-122.4866,"(37.761275571666, -122.486640000521)",Voice In,
4361906,01/05/2015 08:55:55 AM,2015,01/05/2015 10:16:58 AM,01/05/2015 10:16:58 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"255 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.78162,-122.4148,"(37.781623664191, -122.414753984929)",Voice In,
4362305,01/05/2015 09:55:47 AM,2015,01/06/2015 07:19:33 AM,01/06/2015 07:19:33 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"710 FLORIDA ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76026,-122.411,"(37.754060967441, -122.410352043893)",Voice In,
4362328,01/05/2015 09:59:21 AM,2015,01/05/2015 12:00:00 PM,01/05/2015 12:00:00 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"76 ALBION ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,MISSION,37.77483,-122.4185,"(37.765269559816, -122.423240920234)",Voice In,
4362765,01/05/2015 11:04:48 AM,2015,01/05/2015 03:26:06 PM,01/05/2015 03:26:06 PM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of STEVENSON ST and 14TH ST,9,Mission,MISSION,37.76819,-122.4214,"(37.7681900032667, -122.421364418123)",Voice In,
4363020,01/05/2015 11:46:59 AM,2015,01/06/2015 07:18:59 AM,01/06/2015 07:18:59 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of ALBION ST and 16TH ST,8,Mission Dolores,MISSION,37.76486,-122.4229,"(37.7648589795587, -122.422853346637)",Voice In,
4364529,01/05/2015 04:13:31 PM,2015,01/05/2015 07:16:42 PM,01/05/2015 07:16:42 PM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"132 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78263,-122.4123,"(37.782635179414, -122.412178286749)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ab28a3df866c252cc10fe4/photo_20150105_161119.jpg
