CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,CategoryGroup,CategoryID,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source
3178257,12/18/13 10:41,2013,12/19/13 15:02,12/19/13 15:02,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of BROADWAY and KEARNY ST,3,North Beach,CENTRAL,37.79802,-122.4055,"(37.7980170014162, -122.405473132817)",Voice In
3178258,12/18/13 10:41,2013,12/19/13 12:02,12/19/13 12:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"565 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78068,-122.4124,"(37.784372526606, -122.41568056578)",Voice In
3178244,12/18/13 10:40,2013,12/19/13 12:05,12/19/13 12:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1114 MARKET ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78068,-122.4124,"(37.780809500923, -122.412700149237)",Voice In
3178195,12/18/13 10:29,2013,12/20/13 6:58,12/20/13 6:58,Closed,Case Resolved - Power washed.,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HAYES ST and BUCHANAN ST,5,Hayes Valley,NORTHERN,37.77625,-122.4279,"(37.7762537865934, -122.427913794346)",Voice In
3178158,12/18/13 10:24,2013,12/18/13 15:03,12/18/13 15:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"3444 18TH ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.7619,-122.4204,"(37.761902798728, -122.420439462919)",Voice In
3178144,12/18/13 10:20,2013,12/19/13 9:04,12/19/13 9:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of 6TH ST and MINNA ST,6,South of Market,SOUTHERN,37.7805,-122.4083,"(37.7805353820497, -122.408160899345)",Mobile/Open311
3178119,12/18/13 10:14,2013,12/19/13 11:03,12/19/13 11:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of MERLIN ST and HARRISON ST,6,South of Market,SOUTHERN,37.7786,-122.4024,"(37.7786042574083, -122.402384984332)",Voice In
3178091,12/18/13 10:08,2013,12/19/13 9:03,12/19/13 9:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"169 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.78002,-122.4075,"(37.780152498065, -122.407398168903)",Mobile/Open311
3178071,12/18/13 10:05,2013,12/21/13 14:02,12/21/13 14:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"627 JACKSON ST, SAN FRANCISCO, CA, 94133",3,Chinatown,CENTRAL,37.79605,-122.4056,"(37.796049969869, -122.405642599095)",Voice In
3178044,12/18/13 10:02,2013,12/18/13 10:31,12/18/13 10:31,Closed,Case Resolved - Area is clean,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 6TH ST and NATOMA ST,6,South of Market,SOUTHERN,37.78025,-122.4076,"(37.7801619849995, -122.407691350597)",Mobile/Open311
3177972,12/18/13 9:49,2013,12/19/13 12:05,12/19/13 12:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1331 HARRISON ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77202,-122.4105,"(37.772023189405, -122.410458774389)",Voice In
3177959,12/18/13 9:46,2013,12/19/13 11:02,12/19/13 11:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 6TH ST and MISSION ST,6,South of Market,SOUTHERN,37.78102,-122.4087,"(37.7809712411607, -122.408708545088)",Mobile/Open311
3177841,12/18/13 9:25,2013,12/20/13 11:05,12/20/13 11:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"76 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,TENDERLOIN,37.78125,-122.4092,"(37.781046453006, -122.409397210188)",Mobile/Open311
3177790,12/18/13 9:18,2013,12/21/13 9:03,12/21/13 9:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"42 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,TENDERLOIN,37.78153,-122.4096,"(37.781496949567, -122.409623715418)",Mobile/Open311
3177776,12/18/13 9:15,2013,12/18/13 15:02,12/18/13 15:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"581 CAPP ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75743,-122.4178,"(37.757639321105, -122.417683029083)",Voice In
3177669,12/18/13 9:02,2013,12/19/13 11:03,12/19/13 11:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 6TH ST and STEVENSON ST,6,South of Market,TENDERLOIN,37.78182,-122.4097,"(37.7817543700794, -122.409693249045)",Mobile/Open311
3177531,12/18/13 8:39,2013,12/20/13 11:03,12/20/13 11:03,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of 9TH ST and DIVISION ST,10,Showplace Square,MISSION,37.76946,-122.4062,"(37.769462512048, -122.406213371255)",Web Self Service
3177378,12/18/13 8:09,2013,12/19/13 15:03,12/19/13 15:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"23 GRANT AVE, SAN FRANCISCO, CA, 94108",3,Downtown / Union Square,CENTRAL,37.78685,-122.4049,"(37.787158141903, -122.405106810148)",Voice In
3177300,12/18/13 7:28,2013,12/20/13 11:05,12/20/13 11:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 9TH ST and CLEMENTINA ST,6,South of Market,SOUTHERN,37.7742,-122.4122,"(37.7741997741448, -122.412170272765)",Voice In
3177039,12/17/13 22:34,2013,12/19/13 11:03,12/19/13 11:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"155 HARRIET ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77748,-122.4051,"(37.777555556659, -122.405097295183)",Mobile/Open311
3176314,12/17/13 16:41,2013,12/18/13 7:05,12/18/13 7:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1885 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76688,-122.4197,"(37.766881071611, -122.419664048558)",Voice In
3176027,12/17/13 15:11,2013,12/19/13 17:02,12/19/13 17:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"420 EDDY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78562,-122.4139,"(37.783776540827, -122.41469400877)",Voice In
3176023,12/17/13 15:10,2013,12/19/13 17:04,12/19/13 17:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"555 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78562,-122.4139,"(37.785551014549, -122.413917657186)",Voice In
3175843,12/17/13 14:35,2013,12/19/13 17:04,12/19/13 17:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"601 OFARRELL ST, SAN FRANCISCO, CA, 94109",3,Tenderloin,TENDERLOIN,37.78642,-122.4103,"(37.786421675257, -122.410327313573)",Voice In
3175838,12/17/13 14:34,2013,12/19/13 17:03,12/19/13 17:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"735 OFARRELL ST, SAN FRANCISCO, CA, 94109",5,Cathedral Hill,NORTHERN,37.78472,-122.4219,"(37.784722121798, -122.421884344398)",Voice In
3175826,12/17/13 14:33,2013,12/19/13 17:03,12/19/13 17:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"500 eddy ST, SAN FRANCISCO, CA, 94109",5,Cathedral Hill,NORTHERN,37.7829,-122.4211,"(37.782900493357, -122.421095726448)",Voice In
3175814,12/17/13 14:31,2013,12/19/13 17:04,12/19/13 17:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HYDE ST and GOLDEN GATE AVE,6,Civic Center,TENDERLOIN,37.78165,-122.4155,"(37.7816543173929, -122.415505129216)",Voice In
3175804,12/17/13 14:30,2013,12/19/13 17:02,12/19/13 17:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"581 EDDY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78331,-122.4172,"(37.783311672767, -122.417187123426)",Voice In
3175794,12/17/13 14:29,2013,12/19/13 17:04,12/19/13 17:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"601 LARKIN ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78343,-122.4177,"(37.783431557712, -122.417728798657)",Voice In
3175786,12/17/13 14:28,2013,12/19/13 17:03,12/19/13 17:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"500 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78244,-122.4177,"(37.782442802834, -122.417719798136)",Voice In
3175780,12/17/13 14:26,2013,12/19/13 17:04,12/19/13 17:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"518 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.7847,-122.4149,"(37.784702912919, -122.414938328297)",Voice In
3175769,12/17/13 14:25,2013,12/19/13 17:03,12/19/13 17:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"177 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78408,-122.4104,"(37.784083605574, -122.410424239994)",Voice In
3175662,12/17/13 14:05,2013,1/17/14 23:17,1/17/14 23:17,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of HEMLOCK ST and POLK ST,3,Lower Nob Hill,NORTHERN,37.78728,-122.42,"(37.7872798982582, -122.420019719869)",Voice In
3175226,12/17/13 12:43,2013,10/19/14 14:19,10/19/14 14:19,Closed,Case Resolved - The area where encampments/trash was located has been closed off preventing further dumping.,RPD Park Service Area 2 Queue,Rec and Park Requests,Encampment,encampment,Park - Park_Patrol,Illegal_Encampment,"Golden Gate and Steiner Mini Park, , SAN FRANCISCO, CA, 94115",5,Western Addition,NORTHERN,37.77958,-122.4334,"(37.779582751, -122.4334514)",Voice In
3175193,12/17/13 12:38,2013,12/18/13 8:02,12/18/13 8:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1065 BUSH ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,CENTRAL,37.7894,-122.4147,"(37.789278704368, -122.41470104126)",Mobile/Open311
3175170,12/17/13 12:34,2013,12/18/13 7:08,12/18/13 7:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"435 VALENCIA ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76602,-122.4219,"(37.765988876911, -122.421807861739)",Voice In
3174686,12/17/13 10:51,2013,12/18/13 6:05,12/18/13 6:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"205 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.7832,-122.4126,"(37.78319657148, -122.412587694022)",Voice In
3174681,12/17/13 10:50,2013,12/18/13 6:10,12/18/13 6:10,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"120 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78426,-122.4109,"(37.784265061964, -122.410924059109)",Voice In
3174675,12/17/13 10:49,2013,12/18/13 6:09,12/18/13 6:09,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ELLIS ST and JONES ST,6,Tenderloin,TENDERLOIN,37.78487,-122.4128,"(37.7848662629825, -122.412782034851)",Voice In
3174669,12/17/13 10:48,2013,12/18/13 6:09,12/18/13 6:09,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"421 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78502,-122.4146,"(37.785019300125, -122.414641884051)",Voice In
3174664,12/17/13 10:47,2013,12/18/13 6:08,12/18/13 6:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"201 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.783,-122.4142,"(37.783005637675, -122.414229378181)",Voice In
3174658,12/17/13 10:47,2013,12/18/13 6:09,12/18/13 6:09,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"246 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78324,-122.4141,"(37.783241056427, -122.414073932136)",Voice In
3174650,12/17/13 10:45,2013,12/18/13 6:08,12/18/13 6:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"370 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78177,-122.4168,"(37.781768515178, -122.416850844283)",Voice In
3174624,12/17/13 10:40,2013,12/18/13 7:07,12/18/13 7:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"20 SYCAMORE ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76275,-122.4199,"(37.762747679645, -122.419893164872)",Web Self Service
3174616,12/17/13 10:37,2013,12/18/13 7:06,12/18/13 7:06,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GUERRERO ST and 15TH ST,8,Mission Dolores,MISSION,37.7664,-122.4243,"(37.7664056465164, -122.424258118885)",Voice In
3174522,12/17/13 10:20,2013,1/14/14 15:28,1/14/14 15:28,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"560 COMMERCIAL ST, SAN FRANCISCO, CA, 94111",3,Chinatown,CENTRAL,37.79435,-122.4024,"(37.793926120668, -122.406037236049)",Voice In
3174264,12/17/13 9:30,2013,12/18/13 8:03,12/18/13 8:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2588 BUSH ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,NORTHERN,37.78636,-122.4398,"(37.786363436169, -122.439804711747)",Voice In
3174202,12/17/13 9:21,2013,12/20/13 13:01,12/20/13 13:01,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 17TH ST and KANSAS ST,10,Potrero Hill,SOUTHERN,37.76472,-122.4035,"(37.7647227278348, -122.403527049498)",Voice In
3174198,12/17/13 9:20,2013,12/20/13 7:01,12/20/13 7:01,Closed,Case Resolved - Power washed.,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"3092 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76498,-122.4218,"(37.765059492504, -122.421585493065)",Voice In
3174144,12/17/13 9:13,2013,12/17/13 16:01,12/17/13 16:01,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of HARRISON ST and MARIPOSA ST,9,Mission,MISSION,37.76287,-122.4129,"(37.7628731376774, -122.412898754183)",Voice In
3174084,12/17/13 9:07,2013,12/18/13 7:05,12/18/13 7:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"455 VALENCIA ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.7657,-122.4219,"(37.765649569603, -122.421775364545)",Voice In
3174078,12/17/13 9:05,2013,12/18/13 6:07,12/18/13 6:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1098 HARRISON ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77604,-122.4061,"(37.776040732553, -122.406082741523)",Voice In
3174017,12/17/13 8:55,2013,12/18/13 8:02,12/18/13 8:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1065 BUSH ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,CENTRAL,37.78934,-122.4148,"(37.789278704368, -122.41470104126)",Voice In
3173708,12/17/13 7:52,2013,12/18/13 6:08,12/18/13 6:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"1016 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77368,-122.417,"(37.773676621102, -122.416994631332)",Voice In
3173095,12/16/13 19:19,2013,12/18/13 6:10,12/18/13 6:10,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"15 GRACE ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77509,-122.4147,"(37.775094931484, -122.414732278989)",Voice In
3173091,12/16/13 19:18,2013,12/18/13 6:06,12/18/13 6:06,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"61 GRACE ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77487,-122.4145,"(37.774868469968, -122.414485311766)",Voice In
3172751,12/16/13 17:10,2013,2/11/14 13:20,2/11/14 13:20,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2584 BUSH ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,NORTHERN,37.78627,-122.4398,"(37.786363436169, -122.439804711747)",Voice In
3172572,12/16/13 16:35,2013,12/31/13 21:02,12/31/13 21:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"84 HARRIET ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77827,-122.4064,"(37.778259027021, -122.406533318657)",Mobile/Open311
3172445,12/16/13 16:09,2013,12/31/13 21:03,12/31/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 4TH ST and STILLMAN ST,6,South of Market,SOUTHERN,37.78014,-122.3988,"(37.7799794012691, -122.398599378856)",Mobile/Open311
3172228,12/16/13 15:19,2013,10/19/14 14:17,10/19/14 14:17,Closed,Case Resolved - The area where encampments/trash was located has been closed off preventing further dumping.,RPD Park Service Area 2 Queue,Rec and Park Requests,Encampment,encampment,Park - Park_Patrol,Illegal_Encampment,"Golden Gate and Steiner Mini Park, , SAN FRANCISCO, CA, 94115",5,Western Addition,NORTHERN,37.77958,-122.4334,"(37.779582751, -122.4334514)",Voice In
3172134,12/16/13 15:05,2013,12/19/13 17:03,12/19/13 17:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of COLUMBUS AVE and STOCKTON ST,3,North Beach,CENTRAL,37.79949,-122.409,"(37.7994897502453, -122.409014281691)",Voice In
3171978,12/16/13 14:38,2013,12/31/13 21:03,12/31/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"725 OFARRELL ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78242,-122.4174,"(37.785195520895, -122.416726410452)",Voice In
3171969,12/16/13 14:37,2013,12/19/13 17:02,12/19/13 17:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"535 EDDY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78242,-122.4174,"(37.783388447288, -122.416458088004)",Voice In
3171961,12/16/13 14:36,2013,12/31/13 21:03,12/31/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"500 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78242,-122.4174,"(37.782442802834, -122.417719798136)",Voice In
3171939,12/16/13 14:31,2013,12/31/13 21:03,12/31/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GOUGH ST and ROSE ST,5,Civic Center,NORTHERN,37.77362,-122.4223,"(37.7736192194231, -122.422312225822)",Voice In
3171912,12/16/13 14:27,2013,12/31/13 21:03,12/31/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ROSE ST and GOUGH ST,5,Civic Center,NORTHERN,37.77362,-122.4223,"(37.7736192194231, -122.422312225822)",Voice In
3171758,12/16/13 13:56,2013,12/28/13 21:03,12/28/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"417 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78267,-122.4146,"(37.784734628923, -122.416308474431)",Voice In
3171751,12/16/13 13:55,2013,12/31/13 21:02,12/31/13 21:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"295 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78267,-122.4146,"(37.784344378062, -122.410224931748)",Voice In
3171735,12/16/13 13:54,2013,12/28/13 21:03,12/28/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"333 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78267,-122.4146,"(37.782612124575, -122.414525474952)",Voice In
3171713,12/16/13 13:50,2013,12/31/13 21:03,12/31/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"333 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78261,-122.4145,"(37.782612124575, -122.414525474952)",Voice In
3171708,12/16/13 13:50,2013,12/31/13 21:02,12/31/13 21:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"370 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78275,-122.4152,"(37.782754717176, -122.415236257599)",Voice In
3171702,12/16/13 13:49,2013,12/31/13 21:02,12/31/13 21:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LEAVENWORTH ST and OFARRELL ST,6,Tenderloin,TENDERLOIN,37.78558,-122.4146,"(37.7855825352246, -122.414617250961)",Voice In
3171697,12/16/13 13:48,2013,12/28/13 21:02,12/28/13 21:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"421 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78502,-122.4146,"(37.785019300125, -122.414641884051)",Voice In
3171692,12/16/13 13:47,2013,12/28/13 21:03,12/28/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"140 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78263,-122.4121,"(37.782632586174, -122.412139194902)",Voice In
3171518,12/16/13 13:17,2013,12/22/13 22:08,12/22/13 22:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1206 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,PARK,37.77413,-122.4379,"(37.774128351633, -122.437924075929)",Voice In
3171214,12/16/13 12:17,2013,12/17/13 6:00,12/17/13 6:00,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of WASHBURN ST and MISSION ST,6,South of Market,SOUTHERN,37.77589,-122.4151,"(37.7758897318351, -122.415128050643)",Voice In
3171195,12/16/13 12:14,2013,12/17/13 6:00,12/17/13 6:00,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GRACE ST and HOWARD ST,6,South of Market,SOUTHERN,37.77438,-122.4139,"(37.7743781134483, -122.413943599888)",Voice In
3170722,12/16/13 11:06,2013,12/21/13 14:03,12/21/13 14:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"245 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,Chinatown,CENTRAL,37.79739,-122.4061,"(37.797436213115, -122.406325044099)",Voice In
3170703,12/16/13 11:02,2013,12/17/13 6:00,12/17/13 6:00,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"825 POST ST, SAN FRANCISCO, CA, 94109",6,Lower Nob Hill,CENTRAL,37.78735,-122.4154,"(37.787287918852, -122.415308220727)",Voice In
3170565,12/16/13 10:42,2013,12/17/13 15:08,12/17/13 15:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"595 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,MISSION,37.75999,-122.4257,"(37.759989152804, -122.42569255641)",Voice In
3170539,12/16/13 10:39,2013,12/17/13 6:00,12/17/13 6:00,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MISSION ST and PLUM ST,6,South of Market,SOUTHERN,37.77101,-122.4196,"(37.7710058582202, -122.419645413883)",Voice In
